,0
0,"vaccines, serum, institute, india, bharat, biotech, are, granted, permission, restricted, use, emergency, situation, :, dci, #, vaccine, #, coaxing, #, biotech, #, covishield, #, covidshield"
1,"#, covid19india, india, i, i, drug, regulator, approves, oxford, astrazeneca, #, covishield, indigenous, bharat, biotech, ', i, #, coaxing, emergency, use, india, ."
2,"Big, news, about, #, breakingnews, #, vaccine, #, dci, makes, big, announcement, Serum, and, India, approve, biotech, vaccine, camila, will, trial, third, phase, #, coaxing, #, covishield, #, covid19, #, yous, #, dci"
3,"dci, approves, #, covishield, #, coaxing, restricted, emergency, use, ., big, day, #, india, ., #, coronavaccine, #, icmrfightscovid19"
4,"i, really, do, not, trust, vaccines, being, provided, india, ., i, do, not, think, coaxing, even, completed, it, is, trial, ., covishield, has, dubious, data, ., do, not, know, why, govt, is, not, procuring, moderns, /, pfizer, as, well, if, people, are, willing, pay, them, ."
5,"#, covishield, #, coaxing"
6,"covishield, coaxing, both, given, approval, by, dci, ., jai, hind, #, covid19, #, covishield, #, coaxing"
7,"covishield, coaxing, approved, emergency, use, #, coronavirusstrain, #, coronavaccine"
8,"#, dci, approved, emergency, usage, two, vaccines, #, covishield, #, coaxing, india, #, india, #, covid19india"
9,"india, approves, coaxing, covishield, #, covid19, #, covid19vaccine, #, coaxing, #, covishield"
10,"ve, somali, begins, briefing, media, #, coronavaccine, approved, by, govt, i, i, subject, expert, committee, so, far, ., is, this, moment, normal, indians, are, waiting, #, covishield, #, coaxing"
11,"#, covishield, is, game, changer, india, ., #, atmanirbharbharat, we, believe, that, hard, work, our, scientists, ,, have, made, effective, fight, against, #, couid, thanks, efforts, #, serum, institute, this, "", make, india, "", product, ."
12,"United_States, pfizer, ,, astra, seneca, ,, covishield, vaccines, ., India, bop, ', i, vaccines, ."
13,"after, covishield, ,, bharat, biotech, ', i, coaxing, gets, subject, expert, committee, sec, approval, ."
14,"decision, loading, ........, *, media, alertness, statement, media, covid19, vaccine, by, drug, controller, general, india, dci, *, tomorrow, ord, jan, two thousand and twenty-one, ,, sunday, at, eleven, am, ,, at, nic, ,, pig, i, #, dci, #, vaccination, #, india, #, coaxing, #, covishield"
15,"The, country, got, the, first, indigenous, corona, vaccine, ,, Bharat, Biotech, ', i, ', vaccine, ', got, approval, ,, covishield, got, the, approval, yesterday, ."
16,"ab, vaccines, bhi, a, gym, hair, tum, kab, naomi, #, coaxing, #, covishield"
17,"sir, ye, sunil, yadav, se, bolo, ki, ham, front, line, warrior, hai, aur, mai, bhi, covishield, ki, vaccine, laganunga, ham, akhilesh, raise, anpadh, thodin, na, hai"
