feature_name,idf_weights
discus,6.809476268
word,6.809476268
forget,6.809476268
preventing,6.809476268
thankyou,6.809476268
ram,6.809476268
anything,6.809476268
cocaine,6.809476268
thousand,6.809476268
precaution,6.809476268
dish,6.809476268
known,6.809476268
inform,6.809476268
channel,6.809476268
technology,6.809476268
refuse,6.809476268
punjab,6.809476268
pre,6.809476268
easy,6.809476268
income,6.809476268
kitajagakita,6.809476268
border,6.809476268
stupid,6.809476268
helped,6.809476268
nearest,6.809476268
nearly,6.809476268
affect,6.809476268
bang,6.809476268
cuba,6.809476268
cry,6.809476268
sit,6.809476268
singapore,6.809476268
enter,6.809476268
nothing,6.809476268
novavax,6.809476268
black,6.809476268
cowinapp,6.809476268
politician,6.809476268
wear,6.809476268
shortages_twentyfive,6.809476268
japan,6.809476268
wear_mask,6.809476268
alone,6.809476268
supreme_court,6.809476268
surge,6.809476268
nasal,6.809476268
lava,6.809476268
fuel_year,6.809476268
visa,6.809476268
station,6.809476268
delivered,6.809476268
volunteer,6.809476268
modify,6.809476268
kar,6.809476268
battle,6.809476268
stand,6.809476268
ago,6.809476268
finished,6.809476268
herd_immunity,6.809476268
ab,6.809476268
airplane,6.809476268
move,6.809476268
srilanka,6.809476268
beginning,6.809476268
multiple,6.809476268
behind,6.809476268
strain,6.809476268
mind,6.809476268
air,6.809476268
full,6.809476268
afraid,6.809476268
boost,6.809476268
officer,6.809476268
easily,6.809476268
dna,6.809476268
lady,6.809476268
convention_center,6.809476268
israel,6.809476268
guidance,6.809476268
unit,6.809476268
scientists_worked,6.809476268
father,6.809476268
saving,6.809476268
secretary,6.809476268
gujarati,6.809476268
picture,6.809476268
kind,6.809476268
coronavaccination,6.809476268
photo,6.809476268
scientific,6.809476268
tamil_nada,6.809476268
concern,6.809476268
pakistani,6.809476268
cancer,6.809476268
freevaccineforall,6.704115752
click,6.704115752
gov,6.704115752
wish,6.704115752
trust,6.704115752
polio,6.704115752
game,6.704115752
min,6.704115752
manage,6.704115752
discussion,6.704115752
TRUE,6.704115752
investigation,6.704115752
uneducated,6.704115752
april,6.704115752
ply,6.704115752
contact,6.704115752
dead,6.704115752
pharma,6.704115752
might,6.704115752
deltavariant,6.704115752
kindly,6.704115752
aim,6.704115752
using,6.704115752
president,6.704115752
directly,6.704115752
proof,6.704115752
traveling,6.704115752
meet,6.704115752
weekend,6.704115752
allowed,6.704115752
corporation,6.704115752
amazing,6.704115752
friday,6.704115752
ongoing,6.704115752
prof,6.704115752
jai,6.704115752
cover,6.704115752
wearing,6.704115752
knowledge,6.704115752
parent,6.704115752
administering,6.704115752
fuel,6.704115752
past,6.704115752
apparently,6.704115752
european,6.704115752
provided,6.704115752
apollo,6.704115752
needle,6.704115752
half,6.704115752
goa,6.704115752
pas,6.704115752
passport,6.704115752
wastage,6.704115752
crore_jobs,6.704115752
protected,6.704115752
grateful,6.704115752
co,6.704115752
near,6.704115752
age_group,6.704115752
stock,6.704115752
bring,6.704115752
general,6.704115752
stage,6.704115752
arrived,6.704115752
head,6.704115752
earlier,6.704115752
left,6.704115752
husband,6.704115752
failed,6.704115752
import,6.704115752
later,6.704115752
kya,6.704115752
honorable,6.704115752
thai,6.704115752
soon_possible,6.704115752
chance,6.704115752
send,6.704115752
hello,6.704115752
rollout,6.704115752
hoar_ash,6.704115752
fighting,6.704115752
worst,6.704115752
registered,6.704115752
standing,6.704115752
race,6.704115752
block,6.704115752
rare,6.704115752
stay_home,6.704115752
saudi_arabia,6.704115752
landmark_achievement,6.704115752
faraway,6.704115752
double,6.704115752
farmer,6.704115752
status,6.704115752
forward,6.608805573
wow,6.608805573
message,6.608805573
johnson,6.608805573
van,6.608805573
appeal_eligible,6.608805573
senior,6.608805573
course,6.608805573
humanity,6.608805573
foreign,6.608805573
malay_mail,6.608805573
america,6.608805573
change,6.608805573
etc,6.608805573
la_srilanka,6.608805573
development,6.608805573
led,6.608805573
biggest,6.608805573
truth,6.608805573
center_hammam,6.608805573
center_riya,6.608805573
watch,6.608805573
dubai,6.608805573
pa,6.608805573
meeting,6.608805573
hour,6.608805573
young,6.608805573
asap,6.608805573
dying,6.608805573
whether,6.608805573
hopefully,6.608805573
vaccineswork,6.608805573
economy,6.608805573
pregnant,6.608805573
eye,6.608805573
longer,6.608805573
coronavirusupdates,6.608805573
tac,6.608805573
ho,6.608805573
self,6.608805573
business,6.608805573
viral,6.608805573
law,6.608805573
thirteen,6.608805573
clinic,6.608805573
higher,6.608805573
talk,6.608805573
clear,6.608805573
authority,6.608805573
personal,6.608805573
market,6.608805573
pic,6.608805573
uncivilized,6.608805573
sanjeevani_doctor,6.608805573
low,6.608805573
ever,6.608805573
rajasthan,6.608805573
agency,6.608805573
petrol,6.608805573
ye,6.608805573
maybe,6.608805573
happened,6.608805573
run,6.608805573
quick,6.608805573
condition,6.608805573
seen,6.608805573
healthcare,6.608805573
epidemic,6.608805573
proud,6.608805573
demo_mess,6.608805573
strengthen,6.608805573
attack,6.608805573
rule,6.608805573
europe,6.608805573
canada,6.608805573
saying,6.521794196
administration,6.521794196
mass,6.521794196
heart,6.521794196
effectiveness,6.521794196
answer,6.521794196
link,6.521794196
everything,6.521794196
lack,6.521794196
map,6.521794196
completely,6.521794196
seek,6.521794196
jabbed,6.521794196
scam,6.521794196
percent,6.521794196
list,6.521794196
administers,6.521794196
congress,6.521794196
school,6.521794196
hyderabad,6.521794196
university,6.521794196
face,6.521794196
rest,6.521794196
close,6.521794196
pushed_poverty,6.521794196
minute,6.521794196
achievement,6.521794196
nazi,6.521794196
regarding,6.521794196
proper,6.521794196
recovered,6.521794196
towards,6.521794196
experience,6.521794196
disaster,6.521794196
protection_death,6.521794196
purchase,6.521794196
ka,6.521794196
myth,6.521794196
loved,6.521794196
believe,6.521794196
walk,6.521794196
spreading,6.521794196
reached,6.521794196
thought,6.521794196
employee,6.521794196
smooth,6.521794196
produce,6.521794196
small,6.521794196
emergency_use,6.521794196
queue,6.521794196
vaccinationeducation,6.521794196
arrangement,6.521794196
kolkata,6.521794196
despite,6.521794196
cow,6.521794196
economic,6.521794196
sign,6.521794196
else,6.521794196
started,6.521794196
necessary,6.521794196
aur,6.521794196
real,6.521794196
tested,6.521794196
testing,6.521794196
night,6.521794196
star,6.521794196
action,6.521794196
bangkok,6.521794196
large,6.521794196
demand,6.521794196
stanhope,6.441751488
defeat,6.441751488
drop,6.441751488
fund,6.441751488
mismanagement,6.441751488
united,6.441751488
strong,6.441751488
emergency,6.441751488
sri_lanka,6.441751488
shown,6.441751488
covidvacccine,6.441751488
kid,6.441751488
especially,6.441751488
water,6.441751488
enough,6.441751488
site,6.441751488
bihar,6.441751488
job,6.441751488
department,6.441751488
american,6.441751488
amid,6.441751488
hit,6.441751488
vaccinating,6.441751488
final,6.441751488
avoid,6.441751488
deal,6.441751488
form,6.441751488
seems,6.441751488
receive,6.441751488
including,6.441751488
institute,6.441751488
madam,6.441751488
remember,6.441751488
treatment,6.441751488
relief,6.441751488
try,6.441751488
food,6.441751488
immune,6.441751488
response,6.441751488
recovery,6.441751488
resident,6.441751488
court,6.367643516
ith,6.367643516
health_ministry,6.367643516
whole,6.367643516
eighteen_years,6.367643516
away,6.367643516
record,6.367643516
gave,6.367643516
drink,6.367643516
highest,6.367643516
covidvaccines,6.367643516
sipgrab_unitingpeoplewiththepossibilities,6.367643516
yr,6.367643516
source,6.367643516
house,6.367643516
wrong,6.367643516
decision,6.367643516
serious,6.367643516
distribution,6.367643516
asked,6.367643516
pain,6.367643516
fever,6.367643516
along,6.367643516
shall,6.367643516
online,6.367643516
blood,6.367643516
union,6.367643516
happy,6.367643516
charge,6.367643516
guideline,6.367643516
early,6.367643516
quarantine,6.367643516
announced,6.367643516
old,6.367643516
expert,6.367643516
currently,6.367643516
likely,6.367643516
join,6.367643516
availability,6.367643516
science,6.367643516
brother,6.367643516
west_bengal,6.367643516
organized,6.367643516
congratulation,6.367643516
administer,6.367643516
based,6.298650644
ur,6.298650644
election,6.298650644
office,6.298650644
date,6.298650644
facility,6.298650644
video,6.298650644
weapon,6.298650644
seventeen,6.298650644
healthy,6.298650644
showing,6.298650644
nurse,6.298650644
love,6.298650644
yoga,6.298650644
fear,6.298650644
trending,6.298650644
sixteen,6.298650644
phase,6.298650644
society,6.298650644
fast,6.298650644
period,6.298650644
register,6.298650644
grade,6.298650644
related,6.298650644
kill,6.298650644
drug,6.298650644
student,6.298650644
se,6.298650644
nepal,6.298650644
gap,6.298650644
working,6.298650644
sector,6.298650644
none,6.298650644
tomorrow,6.298650644
airport,6.298650644
policy,6.298650644
read,6.298650644
poor,6.298650644
chief,6.298650644
point,6.298650644
breaking,6.298650644
shri,6.234112123
benefit,6.234112123
vaccinateindia,6.234112123
ensure,6.234112123
story,6.234112123
result,6.234112123
article,6.234112123
common,6.234112123
reduce,6.234112123
ninety,6.234112123
vietnam,6.234112123
offer,6.234112123
milestone,6.234112123
college,6.234112123
told,6.234112123
program,6.234112123
booking,6.234112123
political,6.234112123
appropriate_behavior,6.234112123
claim,6.234112123
usa,6.234112123
duty,6.234112123
largestvaccinationdrive,6.234112123
eligible,6.234112123
giving,6.234112123
party,6.234112123
bop,6.234112123
politics,6.234112123
third_wave,6.234112123
flu,6.234112123
urge,6.234112123
start,6.234112123
becomes,6.234112123
covidindia,6.234112123
police,6.234112123
among,6.234112123
cac,6.234112123
fda,6.234112123
win,6.234112123
mandatory,6.234112123
continue,6.234112123
social,6.234112123
immunity,6.234112123
though,6.173487501
biotech,6.173487501
become,6.173487501
following,6.173487501
coming,6.173487501
receiving,6.173487501
bad,6.173487501
international,6.173487501
ready,6.173487501
assay,6.173487501
feeling,6.173487501
went,6.173487501
find,6.173487501
ko,6.173487501
book,6.173487501
responsible,6.173487501
official,6.173487501
staff,6.173487501
third,6.173487501
war,6.173487501
entire,6.173487501
either,6.173487501
stay,6.116329088
priority,6.116329088
home,6.116329088
situation,6.116329088
according,6.116329088
someone,6.116329088
solution,6.116329088
al,6.116329088
came,6.116329088
talking,6.116329088
non,6.116329088
rumor,6.116329088
flight,6.116329088
human,6.116329088
lot,6.116329088
sure,6.116329088
adult,6.116329088
latest,6.116329088
always,6.116329088
member,6.116329088
mother,6.116329088
oxford,6.116329088
anti,6.116329088
protocol,6.116329088
visit,6.062261866
total_cured,6.062261866
nagpuralert,6.062261866
total_tests,6.062261866
reason,6.062261866
woman,6.062261866
eleven,6.062261866
lost,6.062261866
city_total,6.062261866
deaths_cured,6.062261866
within,6.062261866
active_tests,6.062261866
top,6.062261866
step,6.062261866
city_nagar,6.062261866
approval,6.062261866
village,6.062261866
understand,6.062261866
pregnant_women,6.062261866
paid,6.062261866
instead,6.062261866
covidshield,6.062261866
billion,6.062261866
shield,6.062261866
booster,6.062261866
prevent,6.062261866
found,6.062261866
fifteen,6.062261866
share,6.062261866
main,6.062261866
system,6.062261866
successfully,6.062261866
man,6.062261866
la,6.062261866
bangladesh,6.062261866
local,6.062261866
persons_tested,6.062261866
live,6.062261866
called,6.062261866
money,6.010968572
almost,6.010968572
detail,6.010968572
ki,6.010968572
question,6.010968572
put,6.010968572
mean,6.010968572
morning,6.010968572
level,6.010968572
effort,6.010968572
service,6.010968572
maharashtrian,6.010968572
eighty,6.010968572
making,6.010968572
fifty,6.010968572
ke,6.010968572
thailand,6.010968572
tell,6.010968572
something,6.010968572
ord,6.010968572
research,6.010968572
ask,6.010968572
central,5.962178408
set,5.962178408
since,5.962178408
plan,5.962178408
leader,5.962178408
hand,5.962178408
pay,5.962178408
download,5.962178408
donate,5.962178408
problem,5.962178408
needed,5.962178408
turn,5.962178408
pal,5.962178408
pakistan,5.962178408
medium,5.962178408
able,5.962178408
global,5.962178408
check,5.962178408
yes,5.962178408
efficacy,5.962178408
developed,5.915658392
body,5.915658392
feel,5.915658392
call,5.915658392
daily,5.915658392
effect,5.915658392
control,5.915658392
prime_minister,5.915658392
severe,5.915658392
used,5.915658392
name,5.915658392
antibody,5.915658392
mom,5.915658392
coronavaccine,5.915658392
cases_deaths,5.915658392
forty,5.915658392
big,5.915658392
community,5.915658392
private,5.915658392
cost,5.915658392
team,5.915658392
support,5.915658392
company,5.915658392
thirty,5.915658392
study,5.915658392
died,5.87120663
die,5.87120663
stay_safe,5.87120663
issue,5.87120663
open,5.87120663
negative,5.87120663
via_name,5.87120663
nine,5.87120663
crisis,5.87120663
till,5.87120663
approved,5.87120663
sinopharm,5.87120663
scientist,5.87120663
vaccinate,5.87120663
process,5.87120663
private_hospitals,5.87120663
fourteen,5.87120663
twenty,5.87120663
hesitancy,5.87120663
camp,5.87120663
appointment,5.828647015
group,5.828647015
area,5.828647015
possible,5.828647015
across,5.828647015
different,5.828647015
request,5.828647015
plus,5.828647015
russia,5.828647015
national,5.828647015
twentyfive,5.828647015
eight,5.828647015
stop,5.828647015
delta,5.828647015
mumbai,5.828647015
others,5.787825021
awareness,5.787825021
never,5.787825021
fake,5.787825021
city,5.787825021
infected,5.748604307
place,5.748604307
management,5.748604307
twelve,5.748604307
order,5.748604307
let,5.748604307
symptom,5.748604307
important,5.748604307
follow,5.748604307
campaign,5.748604307
fact,5.748604307
safety,5.710863979
long,5.710863979
anyone,5.710863979
trial,5.710863979
wait,5.710863979
really,5.710863979
covishieldvaccine,5.710863979
injection,5.710863979
show,5.674496335
travel,5.674496335
least,5.674496335
single,5.674496335
look,5.674496335
staysail,5.674496335
completed,5.639405015
delta_variant,5.639405015
data,5.639405015
great,5.639405015
supply,5.639405015
registration,5.639405015
another,5.639405015
thing,5.639405015
end,5.605503464
better,5.605503464
drive,5.605503464
child,5.605503464
keep,5.605503464
district,5.605503464
waiting,5.605503464
next,5.605503464
medicine,5.605503464
largestvaccinedrive,5.605503464
god,5.572713641
hi,5.572713641
medical,5.572713641
protection,5.572713641
dear,5.572713641
patient,5.572713641
post,5.540964943
yesterday,5.540964943
total,5.540964943
line,5.540964943
chinese,5.540964943
rate,5.540964943
shortage,5.540964943
age,5.540964943
way,5.540964943
spread,5.510193284
side_effect,5.510193284
infection,5.510193284
complete,5.510193284
july,5.510193284
risk,5.510193284
worker,5.480340321
information,5.480340321
yet,5.480340321
hope,5.480340321
delhi,5.480340321
care,5.480340321
price,5.480340321
le,5.451352784
could,5.451352784
ten,5.451352784
hai,5.451352784
together,5.451352784
person,5.451352784
far,5.451352784
part,5.451352784
nation,5.423181907
vaccineforall,5.423181907
update,5.423181907
population,5.395782933
think,5.395782933
back,5.395782933
disease,5.395782933
cannot,5.369114686
friend,5.369114686
soon,5.369114686
would,5.369114686
around,5.369114686
provide,5.369114686
high,5.369114686
alhamdulillah,5.343139199
getvaccinated,5.343139199
best,5.343139199
save,5.343139199
malaysia,5.343139199
right,5.317821391
per,5.317821391
week,5.317821391
protect,5.317821391
lakh,5.317821391
public,5.317821391
vaccinationdrive,5.317821391
fully,5.293128779
slot,5.293128779
variant,5.269031227
report,5.269031227
seven,5.269031227
last,5.269031227
sputnik,5.269031227
unitingpeoplewiththepossibilities,5.269031227
already,5.269031227
given,5.24550073
lockdown,5.24550073
minister,5.24550073
test,5.24550073
work,5.24550073
much,5.24550073
without,5.222511212
taking,5.222511212
mask,5.222511212
citizen,5.222511212
coin,5.200038356
number,5.200038356
wave,5.200038356
going,5.200038356
thanks,5.200038356
positive,5.178059449
every,5.178059449
family,5.178059449
said,5.178059449
let_us,5.156553244
four,5.156553244
certificate,5.156553244
effective,5.135499835
modern,5.114880547
china,5.114880547
twentynine,5.09467784
nifty_sipgrab,5.09467784
finally,5.074875213
give,5.055457127
use,5.055457127
made,5.055457127
year,5.036408932
doctor,5.036408932
must,5.036408932
come,5.017716799
eighteen,4.981349155
see,4.963649578
month,4.946257835
june,4.946257835
zero,4.946257835
well,4.929163402
sinovac,4.929163402
life,4.929163402
app,4.912356283
everyone,4.912356283
virus,4.912356283
due,4.912356283
indiafightscorona,4.863566119
many,4.847817762
indian,4.847817762
want,4.847817762
death,4.832313576
sir,4.832313576
via,4.817046103
safe,4.817046103
fight,4.78719314
taken,4.78719314
news,4.772594341
five,4.758205603
thank,4.744020968
administered,4.744020968
good,4.730034726
case,4.730034726
crore,4.730034726
help,4.716241404
new,4.702635752
syringe,4.702635752
still,4.702635752
may,4.702635752
astrazeneca,4.689212732
make,4.689212732
received,4.689212732
even,4.689212732
world,4.662895424
available,4.662895424
pandemic,4.637252993
coronavirus,4.587860238
million,4.575884047
govt,4.575884047
know,4.564049589
hospital,4.564049589
need,4.552353549
health,4.540792727
took,4.540792727
getting,4.540792727
modi,4.529364031
shot,4.518064476
go,4.518064476
also,4.411580995
second,4.401530659
pfizer,4.391580329
coaxing,4.391580329
state,4.371971857
three,4.362309946
say,4.343261751
please,4.297170644
jab,4.297170644
corona,4.288201974
like,4.219209103
done,4.219209103
government,4.18641928
free,4.108861045
center,4.057940955
time,4.043856215
day,4.029967103
vaccination,4.002754539
country,3.989421009
est,3.976262924
covishield,3.95045504
take,3.770258883
two,3.708383479
got,3.659593315
amp,3.64072483
dos,3.577355216
today,3.572978842
people,3.39722905
one,3.38629998
india,3.375489064
first,3.34721863
get,3.186617915
vaccinated,3.131770115
not,2.893018666
dose,2.800124919
covidvaccine,2.355128972
nineteen,2.095950057
couid,1.306405642
vaccine,1.216418465
zygon,8.313553665
governor,8.313553665
gop,8.313553665
gorgon,8.313553665
ramesh,8.313553665
gota,8.313553665
gothatuwa,8.313553665
ramdesivir,8.313553665
gotvaccinatedsyringe,8.313553665
ramdankareem,8.313553665
raman,8.313553665
ramadankareem,8.313553665
rama,8.313553665
governmentfailure,8.313553665
governmentofindia,8.313553665
rakkaatherivey,8.313553665
rajesh,8.313553665
govthospital,8.313553665
gracious,8.313553665
rakesh,8.313553665
gradually,8.313553665
grandfathering,8.313553665
rake,8.313553665
rajusinghraju,8.313553665
granted,8.313553665
grape,8.313553665
graph,8.313553665
rajmangaltimes,8.313553665
rajkundra,8.313553665
gratefully,8.313553665
goona,8.313553665
googleplay,8.313553665
googled,8.313553665
rampant,8.313553665
rationale,8.313553665
ration,8.313553665
globalcitizen,8.313553665
gloom,8.313553665
glucose,8.313553665
glued,8.313553665
glutathione,8.313553665
rant,8.313553665
rank,8.313553665
goal,8.313553665
rani,8.313553665
goblin,8.313553665
ranging,8.313553665
godblessus,8.313553665
goddam,8.313553665
godkabir,8.313553665
godmorningfriday,8.313553665
godmorningsunday,8.313553665
rangalhah,8.313553665
ran,8.313553665
goli,8.313553665
ramzanmonthofhappiness,8.313553665
ramprastha,8.313553665
ramping,8.313553665
goodmorningtwitterworld,8.313553665
goodness,8.313553665
goodwill,8.313553665
rajivgandhi,8.313553665
greater,8.313553665
quthbullapur,8.313553665
hacked,8.313553665
gulf,8.313553665
gulfcountry,8.313553665
gully,8.313553665
gun,8.313553665
gurmukh,8.313553665
ragalhah,8.313553665
raga,8.313553665
gut,8.313553665
rag,8.313553665
guwahaticity,8.313553665
raffle,8.313553665
raees,8.313553665
radius,8.313553665
radio,8.313553665
greatest,8.313553665
hada,8.313553665
hadan,8.313553665
haha,8.313553665
hahahaha,8.313553665
hahahahaha,8.313553665
radha,8.313553665
racing,8.313553665
rabindranathtagorejayanti,8.313553665
hairy,8.313553665
hal,8.313553665
halal,8.313553665
halanayakana,8.313553665
rabbi,8.313553665
gulab,8.313553665
rage,8.313553665
gujaratcovidsupport,8.313553665
guitar,8.313553665
rajawadi,8.313553665
rajasthanupdates,8.313553665
rajasthannews,8.313553665
rajajipuaram,8.313553665
greta,8.313553665
grieving,8.313553665
rajahmundry,8.313553665
grip,8.313553665
grocery,8.313553665
groping,8.313553665
raja,8.313553665
rainbow,8.313553665
growing,8.313553665
rain,8.313553665
growth,8.313553665
gstfreecorona,8.313553665
guac,8.313553665
railly,8.313553665
guaranteed,8.313553665
rail,8.313553665
gud,8.313553665
raided,8.313553665
guest,8.313553665
rahulgandhi,8.313553665
rahengi,8.313553665
raghavendra,8.313553665
guilty,8.313553665
rationdistribution,8.313553665
ravachu,8.313553665
raven,8.313553665
fulfilled,8.313553665
frontlinehealthworkers,8.313553665
rejoice,8.313553665
rejected,8.313553665
frost,8.313553665
frozen,8.313553665
fru,8.313553665
reject,8.313553665
reiden,8.313553665
regulatory,8.313553665
regulation,8.313553665
fudge,8.313553665
regulating,8.313553665
fulfill,8.313553665
regularly,8.313553665
ravening,8.313553665
fullyvaccinated,8.313553665
regret,8.313553665
regional,8.313553665
functioning,8.313553665
regime,8.313553665
regi,8.313553665
regalia,8.313553665
reg,8.313553665
furathama,8.313553665
furniture,8.313553665
fyi,8.313553665
reference,8.313553665
refer,8.313553665
rela,8.313553665
frightened,8.313553665
frig,8.313553665
friendship,8.313553665
fraction,8.313553665
fraida,8.313553665
francis,8.313553665
franklin,8.313553665
frankly,8.313553665
frantically,8.313553665
fraternity,8.313553665
freak,8.313553665
freaking,8.313553665
freebie,8.313553665
freedom,8.313553665
remaining,8.313553665
freevaccination,8.313553665
relying,8.313553665
freevaccineforall,8.313553665
freevaccinefrompatent,8.313553665
freeze,8.313553665
french,8.313553665
frequent,8.313553665
fresh,8.313553665
freshly,8.313553665
relies,8.313553665
reliant,8.313553665
fridaythoughts,8.313553665
fried,8.313553665
reliability,8.313553665
relevant,8.313553665
galaxy,8.313553665
gale,8.313553665
gallery,8.313553665
generous,8.313553665
genetic,8.313553665
genetically,8.313553665
genius,8.313553665
geno,8.313553665
gente,8.313553665
reassured,8.313553665
geographical,8.313553665
reasonable,8.313553665
gerne,8.313553665
realized,8.313553665
realize,8.313553665
gettg,8.313553665
readyforvaccination,8.313553665
getvaccienated,8.313553665
reacted,8.313553665
gey,8.313553665
reachable,8.313553665
ghat,8.313553665
ghatkopar,8.313553665
rea,8.313553665
ghazipur,8.313553665
ghost,8.313553665
giant,8.313553665
raya,8.313553665
gina,8.313553665
ravine,8.313553665
ravi,8.313553665
generously,8.313553665
rebel,8.313553665
redirected,8.313553665
rebound,8.313553665
gamechanger,8.313553665
gaming,8.313553665
redevelopment,8.313553665
gangly,8.313553665
gannavaram,8.313553665
recoveryposse,8.313553665
recovers,8.313553665
garb,8.313553665
garden,8.313553665
gary,8.313553665
recording,8.313553665
recognition,8.313553665
gator,8.313553665
gaumakah,8.313553665
gaurav,8.313553665
gautam,8.313553665
reckless,8.313553665
recipient,8.313553665
receiver,8.313553665
receivable,8.313553665
gear,8.313553665
geared,8.313553665
receipt,8.313553665
receded,8.313553665
recalling,8.313553665
rebut,8.313553665
generating,8.313553665
ra,8.313553665
quoting,8.313553665
sentenced,8.313553665
hotpot,8.313553665
hopeless,8.313553665
proceeding,8.313553665
hora,8.313553665
horrendous,8.313553665
probiotic,8.313553665
horse,8.313553665
horseracing,8.313553665
priyanka,8.313553665
privy,8.313553665
hospitality,8.313553665
pritam,8.313553665
prioritize,8.313553665
print,8.313553665
hounded,8.313553665
humanrightsindia,8.313553665
primarily,8.313553665
prick,8.313553665
howa,8.313553665
howmuch,8.313553665
hsptls,8.313553665
hue,8.313553665
prez,8.313553665
hula,8.313553665
previous,8.313553665
prevented,8.313553665
preventable,8.313553665
prevalent,8.313553665
humanly,8.313553665
procuring,8.313553665
hoped,8.313553665
prod,8.313553665
hoovering,8.313553665
promoting,8.313553665
promoted,8.313553665
hllbiotechlimited,8.313553665
prolonging,8.313553665
projection,8.313553665
hobble,8.313553665
hobe,8.313553665
hoc,8.313553665
hoi,8.313553665
progression,8.313553665
progressing,8.313553665
programe,8.313553665
holier,8.313553665
hollywood,8.313553665
profoundly,8.313553665
profound,8.313553665
homegrown,8.313553665
hometown,8.313553665
profiteer,8.313553665
professor,8.313553665
honest,8.313553665
honestly,8.313553665
honk,8.313553665
honolulu,8.313553665
professionally,8.313553665
hoo,8.313553665
hoopla,8.313553665
humanrights,8.313553665
humbly,8.313553665
hamdilah,8.313553665
illegally,8.313553665
idle,8.313553665
ie,8.313553665
predict,8.313553665
predator,8.313553665
iga,8.313553665
preclinical,8.313553665
precedence,8.313553665
precautious,8.313553665
precarious,8.313553665
igotmyshot,8.313553665
igotvaccinated,8.313553665
preach,8.313553665
illegal,8.313553665
illiterate,8.313553665
hume,8.313553665
prayforindia,8.313553665
illusion,8.313553665
illustrate,8.313553665
ilovekuwait,8.313553665
prayforfarmersvictory,8.313553665
imaginary,8.313553665
imagined,8.313553665
imaging,8.313553665
imaindiaorg,8.313553665
imajharkhand,8.313553665
praveen,8.313553665
imbroglio,8.313553665
immature,8.313553665
idiotic,8.313553665
prediction,8.313553665
identity,8.313553665
predicts,8.313553665
pressured,8.313553665
hungary,8.313553665
pressing,8.313553665
hunt,8.313553665
presidential,8.313553665
presented,8.313553665
presence,8.313553665
prescribed,8.313553665
husband,8.313553665
hve,8.313553665
pres,8.313553665
hyderabadcovidhelp,8.313553665
prerequisite,8.313553665
hydroxycloroquin,8.313553665
hygienic,8.313553665
preranapunj,8.313553665
prepare,8.313553665
ia,8.313553665
ibi,8.313553665
icanpay,8.313553665
ice,8.313553665
ich,8.313553665
premature,8.313553665
id,8.313553665
ideal,8.313553665
identical,8.313553665
prefer,8.313553665
pronto,8.313553665
historical,8.313553665
historic,8.313553665
pushpin,8.313553665
harmful,8.313553665
harping,8.313553665
pushpinsmoking,8.313553665
hasa,8.313553665
hashi,8.313553665
hassle,8.313553665
haste,8.313553665
pushpincovid,8.313553665
hatak,8.313553665
pushpinbirth,8.313553665
hath,8.313553665
haul,8.313553665
pushpinastrazeneca,8.313553665
havea,8.313553665
hire,8.313553665
havoc,8.313553665
pushing,8.313553665
pushed,8.313553665
purposeful,8.313553665
headed,8.313553665
heading,8.313553665
healer,8.313553665
healing,8.313553665
puri,8.313553665
healthcaresystemofindia,8.313553665
pura,8.313553665
healthier,8.313553665
healthiest,8.313553665
puti,8.313553665
hariya,8.313553665
harini,8.313553665
hari,8.313553665
quote,8.313553665
han,8.313553665
quietly,8.313553665
hanare,8.313553665
quicker,8.313553665
handedly,8.313553665
handicraft,8.313553665
questioning,8.313553665
questa,8.313553665
quell,8.313553665
hangar,8.313553665
hannah,8.313553665
haploid,8.313553665
quartz,8.313553665
quarter,8.313553665
quantum,8.313553665
happily,8.313553665
quam,8.313553665
quality,8.313553665
qualified,8.313553665
harah,8.313553665
harassed,8.313553665
harder,8.313553665
qreshi,8.313553665
hardship,8.313553665
hardware,8.313553665
hare,8.313553665
healthminister,8.313553665
healthministry,8.313553665
punjabkesarijalandhar,8.313553665
heocpress,8.313553665
pseudoliberal,8.313553665
hereby,8.313553665
pseudo,8.313553665
hesitate,8.313553665
provisioned,8.313553665
provision,8.313553665
hibiscusindiahandshake,8.313553665
proudtobeaniocian,8.313553665
hide,8.313553665
hiding,8.313553665
highcourt,8.313553665
protectionist,8.313553665
prospective,8.313553665
proposition,8.313553665
highway,8.313553665
hiking,8.313553665
hilarious,8.313553665
himachal,8.313553665
himachalpradesh,8.313553665
himage,8.313553665
himalayan,8.313553665
himl,8.313553665
proponent,8.313553665
property,8.313553665
propelled,8.313553665
propagating,8.313553665
hiranandani,8.313553665
herald,8.313553665
psyche,8.313553665
healthyeating,8.313553665
pu,8.313553665
hears,8.313553665
punevaccination,8.313553665
heartache,8.313553665
heartfelt,8.313553665
heartful,8.313553665
heartily,8.313553665
heartless,8.313553665
punefightscorona,8.313553665
heavily,8.313553665
heavy,8.313553665
hee,8.313553665
height,8.313553665
heinous,8.313553665
hej,8.313553665
hel,8.313553665
pump,8.313553665
hell,8.313553665
pulmonologist,8.313553665
puducherry,8.313553665
pudding,8.313553665
puchegi,8.313553665
puce,8.313553665
helpinghand,8.313553665
publicized,8.313553665
helplessness,8.313553665
helptheneedful,8.313553665
hem,8.313553665
remarked,8.313553665
remdavisir,8.313553665
remdesivr,8.313553665
entangling,8.313553665
enjoyed,8.313553665
enlightenment,8.313553665
enmennah,8.313553665
