,Text
33,"GREAT NEWS!

Tonight, the House passed a bipartisan measure to extend the @SBAgov’s PPP until June 30th. The Paycheck Protection Program has and will continue to play a critical role in keeping Oklahoma’s small businesses afloat as we safely and responsibly reopen Main Street. https://t.co/oGsKsq319v"
34,The House passes the Small Business Administration's Paycheck Protection Program for another 2 months till June 30. The legislation will now head to the Senate. Will it pass? Wait and see! @EWTNNewsNightly https://t.co/84YSJUHYaZ
35,@HouseGOP @HouseGOP @SenateGOP provided #COVID19 funding for #theotherguy ‘Businesses at properties owned by Trump Organization &amp; son-in-law Jared Kushner's family reportedly received more than two dozen Paycheck Protection Program (PPP) loans worth more than $3.65 million.’ #GOPHypocrisy
36,@WackyCathy1 @rbokanyi @JoshMandelOhio @GovMikeDeWine No actually its true. Under the loser more then half paycheck protection went to big businesses
37,@Franklin_Graham But you condone the catholic church receiving $billions under the Federal Paycheck protection program while spending $millions on pedophile settlements of their priests while they shuffle them to other churches to hide them. #Hypocrisy in all that you represent
38,While they walk away with Federal Paycheck protection funds in the $billions and spend on pedahile lawsuits https://t.co/NrONVtvPvO
39,"REMINDER: There's still time to apply for the federal Paycheck Protection Program. The program can help protect your business and employees as we reopen and recover from the pandemic. Apply before March 31st.
More info on eligibility and how to apply here: https://t.co/8GYCiC10SJ https://t.co/YH9ZxO3hp1"
40,"The U.S. Small Business Administration’s Paycheck Protection Program is accepting loan applications for businesses with fewer than 20 employees and sole proprietors through Tuesday, March 9, at 5pm. Learn more about this exclusive application period here: https://t.co/9NL4h0OePl https://t.co/wslWABLzph"
41,Sen @RandPaul shares how he blocked a provision in the latest spending bill that would’ve allowed Planned Parenthood to receive money through the Paycheck Protection Program: https://t.co/Hy37KxKwKA
42,"@RambleOnNate @TalbertSwan After winning his seventh Super Bowl, Tom Brady should be magnanimous and return the $960,855 Paycheck Protection Program loan his sports performance and nutrition company received to survive the COVID-19 pandemic, says a new https://t.co/PA0SZyH4ZC petition.Feb 16, 2021"
43,Biden visits D.C.’s oldest hardware store to highlight Paycheck Protection Program https://t.co/9TeWvfRUD7
44,"President of the United States Joe Biden departs The White House en-route to a small business that has benefited from a Paycheck Protection Program loan in Washington, DC on March 9, 2021 https://t.co/WGpZcmtbC0"
45,"Pres Biden just arrived at @wsjenks Hardware in NE DC to promote the Paycheck Protection Program. 

DC’s oldest hardware store-opened in 1866! (h/t @laurahayesDC)

WH says owners applied for loan during 2-week window Biden announced Feb 22nd for biz with fewer than 20 employees"
46,Businesses with fewer than 20 employees who apply to the Paycheck Protection Program (PPP) by 5 p.m. Tuesday get early consideration.  Application takes 8 minutes. Final deadline is 3/31. Remember the documentation. Visit 👉 https://t.co/1r6552ulWZ. #PomptonLakesNJ
47,"Sole proprietors, freelancers and businesses with fewer than 20 employees who apply to the Paycheck Protection Program (PPP) by 5 p.m. Tuesday get early consideration.  Application takes 8 minutes. Final deadline is 3/31. Remember the documentation. Visit https://t.co/n9dh4GqoQa."
48,Smallest of small businesses offered exclusive access to Paycheck Protection Program https://t.co/B7kZNpb8Ge.   I tweeted before. How can a small business operates with a PPP of $1181.00
49,"Oh and hey restaurants and small businesses, you’re in this too. You too, Virginia nonprofits. 

The ARP:

🎉 gives $7.25 billion to expand the 
Paycheck Protection Program for nonprofits and other orgs

🎉 it establishes a $25 billion Restaurant Revitalization Fund grant plan."
50,"Sign up today! This 60 minute webinar covers the loan programs the Small Business Administration(SBA) has to offer to help you get SBA Paycheck Protection Program and Economic Injury Disaster Loans.

https://t.co/1cQYHfVdbb"
51,Paycheck Protection Program (PPP) recently announced changes establishing a two-week window for applicants with fewer than 20 employees. Businesses with less than 20 employees account for more than 90% of all private-sector employers on Long Island. #ppp #economicrecovery https://t.co/Ms97R0b6aS
52,"Applications for the second round of Paycheck Protection Program loans are being accepted through March 31st. Want more information or ready to get started on your application? Contact us, or head to https://t.co/kl1J9HorUT https://t.co/CDXz6wHzzu"
53,"The Biden administration announced changes to the Paycheck Protection Program.  Starting Wednesday, small businesses with less than 20 employees will have a 2 wk exclusive window to apply for funding. Bigger businesses will be blocked.  Contact your bank to apply.  #covid19relief https://t.co/BoNwA0SmBi"
54,"Small businesses looking to Biden’s latest Paycheck Protection Program for relief.
#SmallBusiness #Tucson #Marana 

FULL STORY:
https://t.co/sdbIjxxiH5"
55,.@POTUS pays tribute to 500K lives lost from COVID-19 in U.S. and makes adjustments to the Paycheck Protection Program. Stories on First Light and America in the Morning @WestwoodOne https://t.co/xAfDEI7Kdl
56,POTUS outlines changes to paycheck protection program (https://t.co/pxkkQHAEpQ)
57,@RepBenCline The original Paycheck Protection Plan gave many loans to Fortune 500 company's and ignored small businesses. Ben Cline only mouths concern for small businesses now. Stand out of the way Ben.
58,"Join us tomorrow at noon for a Paycheck Protection Program Virtual Lunch and Learn presented by the team from @AnglinReichmann. 

Find more details and register here: https://t.co/I1mG5EqAqA https://t.co/UhsMq6eb7s"
59,"DC has provided💲1️⃣5️⃣5️⃣ million in direct assistance to our businesses

Meanwhile, DC businesses drew💲2️⃣•2️⃣ billion in Paycheck Protection Program in 2020

With PPP open again, we need to make sure we get our fair share so apply today https://t.co/FQjwSTco6k 

#DCHOPE https://t.co/JyUswJ1Chb"
60,"Paycheck Protection Program loans are intended to help businesses keep their workers employed during the COVID-19 emergency.

To apply visit https://t.co/PhhXAzrNXa or for assistance in completing the application, including language assistance, visit https://t.co/29woKHB6RS https://t.co/oOEtvLAEMH"
61,As many as one in three jobs in @cityofdayton supported by Paycheck Protection Program  https://t.co/0Zc56iLITX
62,"DC businesses — are you applying for the Paycheck Protection Program?

We have to get our fair share

So @MayorBowser @DMPEDDC &amp; @SmallBizDC have resources to help you get PPP READY &amp; apply for this federal program

💻 https://t.co/N3BY5eigz0 ❤️

#PPP #PaycheckProtectionProgram https://t.co/JQtPtdCGY0"
63,"We are now accepting applications for the Paycheck Protection Program (PPP)! ⠀⠀⠀⠀⠀⠀⠀⠀⠀
To request an application,✅ Contact us Now! ⁣⁣
WhatsApp via +1 (202) 963-1145
✉️ Maill via Lawsonpeter008@gmail.com https://t.co/qgCDMXj1yz"
64,@HottmannEvan @PJ_Matlock Paycheck protection program
65,Tom Brady should give the money back. No hand outs. No Paycheck Protection Money for people who don’t need it. #TomBrady #PaycheckProtectionProgram
66,"@Krys_is_back NFL quarterback Tom Brady's sports performance and nutrition company received a Paycheck Protection Program loan of $960,855 from the federal government, according to data released by the U.S. Small Business Administration. Brady agreed to a two-year $50 million deal with Tampa"
67,I was talking to some high school officials at a lacrosse game as a part of my mission to educate and inform independent contractors that they should apply for Paycheck Protection Program (PPP) 100% forgivable tax-free loans at their bank. They had no idea.
68,"FYI, for those waiting for some financial relief from our Government: scores of Roman Catholic Dioceses received $1.5 Billion from the Emergency Relief Program (Paycheck Protection Program), despite having $10 Billion in cash and other readily available funds available to them."
69,"We are accepting Paycheck Protection Program applications from current FNB commercial customers!

Learn more or inquire about becoming a commercial customer here: https://t.co/BZrSNQwkuY

Member FDIC #ppp #paycheckprotectionprogram https://t.co/GqNluHlt2K"
70,"“As the pandemic began to unfold, scores of Catholic dioceses across the U.S. received aid through the Paycheck Protection Program while sitting on well over $10 billion in cash, short-term investments or other available funds, an Associated Press investigation has found.”"
71,"American families deserve protection from this every happening! This is unacceptable. I live by the mindset that I am one paycheck away from being homeless, with two kids and three dogs. We won’t all fit in the Hyundai. It’s terrifying! https://t.co/kzQGWmKTAH"
72,This is usually a cinder block fire hallway from the many I have been in.  The code could be different for Houston but I am not going to research an old standard...... Paycheck Protection Prison Process Proceeds Provide the Stock Options on On/Off Site Final Destination Delivery! https://t.co/10Rm9n4S2G
73,"@NebraskaMegan Yes, about that @nebraskarestaur testimony stating that Nebraska received the lion's share of the Paycheck Protection Program loans.

https://t.co/yYqZQroGJG @LJSdon @WestinMiller #neleg #LB122 @NebraskaPPC"
74,"Small Business Administration Paycheck Protection Program #PPP 

Funds Are Limited.  #SmallBiz #SmallBusiness

👆Link in Bio👆 @ Knoxville, Tennessee https://t.co/iokauqLyC9"
75,"If you are self employed and experienced a 25% or more decrease in revenue during 2020 you may be eligible for the Paycheck Protection Program. Review the 🧵, I’m happy to answer your questions! https://t.co/t9hmK8PyIA"
76,"@latinfinancial En esta edición de ""Hablemos de Negocios"", nuestra Presidenta Electa habla con Sonia Alvelo, CEO de Latin Financial Puerto Rico, sobre el ""Paycheck Protection Program"" y cómo solicitarlo. 📲 ¡Este próximo martes conéctate a nuestro Facebook Live! https://t.co/s4njsUzept"
77,"The second round of Paycheck Protection Program loans are 100% forgivable! 
•Second draw request must show 25% reduction in revenue comparing to any one quarter from 2020 vs. 2019. 
• The PPP helps small businesses keep their workforce employed &amp; communities strong. https://t.co/kbBV9ez5xC"
78,"#ICYMI: The Paycheck Protection Program is BACK! ⁣

Learn more about #PPPRound2 by visiting https://t.co/2GjvZtjfDO. 

First-time applicants: https://t.co/fkdRL48DFm 
Previous applicants: https://t.co/Z53b5HExlA
⁣
#SupportSmallBiz⁣ https://t.co/zORuEaYMur"
79,"Paycheck Protection Program (PPP) Prep Kansas City is a partnership effort with the City of Kansas City, The KC BizCare Office, Prospect Business Association KC of KC, Heartland Black Chamber of Commerce to help black and minority owned businesses prepare the PPP applications. https://t.co/MOnXqdsV1z"
80,".@HeritageOhio will hold the webinar, PPP Round 2, January 26 at 1 pm. Join the SBA Columbus District Office to learn more about the second round of the Paycheck Protection Program. Learn more and register at https://t.co/1iliSOvtxa. https://t.co/HkRegfUieK"
81,@ChaseSupport I have been attempting to submit an application for round 2 of the paycheck protection program on your portal @ChaseSupport  The PPP portal has been inaccessible for 36+ hours! How is that possible???
82,"@latinfinancial From Connecticut, Chicago, Florida, California and Puerto Rico we have provided our help with the 2nd round of the PPP (Paycheck Protection Program)

Visit our website and click on the PPP link for financial help.
https://t.co/T2xu61iirw https://t.co/WKVif9A1yx"
83,"#SIEDC Paycheck Protection Program #Webinar Part IV

January 27, 2021
3:00 p.m.

To RSVP for this webinar and to receive the access link email jaclyn@siedc.org. https://t.co/h986Lsbe0Y"
84,@ChrisAkkADub @rosemfall @JoeBiden But youre ok with funding tax cuts for billionaires and doling out paycheck protection millions to companies that never really needed it? 🙄🙄🙄
85,"Excellent, informative story by @AshleySharpWJHL: The goal of the federal Paycheck Protection Program is to keep small businesses staffed and open during these challenging times.

What small businesses need to know about second round PPP loans:

 https://t.co/2KeoFw200f"
86,"#SIEDC Paycheck Protection Program #Webinar Part IV

January 27, 2021
3:00 p.m.

Panelists include James R. Grimaldi of Citrin Cooperman. 

To RSVP for this webinar and to receive the access link email jaclyn@siedc.org. https://t.co/gZ1b4Lhkhv"
87,"How many businesses getting paycheck protection, will ever reopen? We’re paying 👻s. Billions gone. @catturd2 @tonykatz @theREALbenORR @hammerandnigel"
88,"❇Live Now ❇ Learn about: the Paycheck Protection Program (PPP), the Economic Injury Disaster Loan (EIDL), the Shuttered Operations Grant Program, and Tax Benefits for Small Businesses

https://t.co/eIedcRhAAR"
89,"❇HAPPENING AT 9AM TODAY❇

Come learn about: the Paycheck Protection Program (PPP), the Economic Injury Disaster Loan (EIDL), the Shuttered Operations Grant Program, and Tax Benefits for Small Businesses

https://t.co/Sqdr1q4yvS https://t.co/WVS29Mx4ty"
90,"What?

Five prominent anti-vaccine organizations that have been known to spread misleading information about the coronavirus received more than $850,000 in loans from the federal Paycheck Protection Program.

https://t.co/FMVLwX5Dy6"
91,"HERE IS THE LINK TO APPLY FOR YOUR PPP (“Paycheck Protection Program”) LOAN FUNDS!!

https://t.co/PFVddvGgRj
                                           @7aFunding @Allstate @WeAreFarmers @FOCUSBRANDS #IAmMoneyGlue https://t.co/6XFh2ISPWA"
92,"Check out today’s article “Paycheck Protection Program loans are back, covering more businesses, expenses”  🙌@virginianpilot @pierceall 📸@k_zeis Featuring co-owners @LauraWoodHabr &amp; Kal Habr @CROCSVaBeach @ViBe_District @VisitVaBch 

#SupportLocalRestaurants
#RestaurantsAct https://t.co/GF49cGCOtn"
93,"Attention business owners/management: a new round of Paycheck Protection Program funding is now available. This round of the PPP continues to prioritize millions of Americans employed by small businesses  toward job retention and certain other losses ...

https://t.co/J28wgWbptL"
94,If you and your business needs a Paycheck Protection Program (PPP) loan to keep your business going let First Security Bank help. Call today at 405-424-4341.  @BigOsBBQOKC https://t.co/zjbT9Yrn8b
95,"💰TODAY💰&gt;&gt; The Paycheck Protection Program reopens for MORE businesses looking for help in the pandemic. 

- That means financial institutions here in Maine with 1 billion $$ or less in assets can begin submitting PPP applications this am. 

(1/2)

@WGME @FOX23Maine"
96,At 5 on @41actionnews: Unemployment woes spark the need for the second wave of Paycheck Protection Program loans. We speak with a small business owner weighing her options as she wants to keep all her employees but admits businesses is slow. https://t.co/lHyFQWv5AR
97,"#SIEDC Paycheck Protection Program #Webinar Part IV

January 27, 2021
3:00 p.m.

Panelists include James R. Grimaldi of Citrin Cooperman. 

To RSVP for this webinar and to receive the access link email jaclyn@siedc.org. https://t.co/rKX2cIX17K"
98,SBA to reopen Paycheck Protection Program on Jan. 15 https://t.co/BoeEMnkb8m
99,"Thank you @SenSchumer for making sure newspapers across the country are able to benefit from the lifeline of the Paycheck Protection Program. Reporters and most importantly, the readers, will benefit from continued strong local reporting. It’s never been more important. https://t.co/rmL95Rzj3p"
100,"#PPP is back!

In 2020, DC businesses and organizations drew $2.2B in #PaycheckProtection forgivable loans

Let’s exceed that in 2021! https://t.co/6UsvKiisQS"
101,"🚨Small Businesses / Non-Profits🚨 2nd Draw PPP loans are available today for organizations in underserved communities.

If you’re looking for a lender? Use @SBA_Houston’s lender match tool!⬇️
https://t.co/NlOjeV4Jps

@SBAgov @SBAJovita #PaycheckProtection"
102,"The PPP (Paycheck Protection Plan) application process is expected begin January 11, 2021.  
To complete the PPP First or Second Borrowers Application visit here. 
https://t.co/tbARt4cUUm @ MICAH BYRD https://t.co/QuK7D8LNHX"
103,"#SIEDC Paycheck Protection Program #Webinar Part IV

January 27, 2021
3:00 p.m.

Panelists include James R. Grimaldi of Citrin Cooperman. 

To RSVP for this webinar and to receive the access link email jaclyn@siedc.org. https://t.co/qJNQQE411Y"
104,Some small businesses can start applying for new PPP loans right now. The Paycheck Protection Program money could help struggling business owners. @SBA_Tennessee wants people to reach out to their office to see if they qualify to apply now. https://t.co/h4CaHQCLWO
105,"#SIEDC Paycheck Protection Program #Webinar Part IV

January 27, 2021
3:00 p.m.

Panelists include James R. Grimaldi of Citrin Cooperman. 

To RSVP for this webinar and to receive the access link email jaclyn@siedc.org. https://t.co/TpypCENUtj"
106,Helpful summary: Paycheck Protection Program – Where Are We Now? An Up-To-Date Guide to the Paycheck Protection Program https://t.co/PjcLc6mzpV
107,"Happy 😃 Tuesday!
Top Stories...
-Paycheck Protection Program challenges
-LA’s healthcare system still massively overwhelmed 
-Democrats say they will move to impeach President Trump a second time
#Cbs21NewsThisMorning 📺 is on NOW! https://t.co/OPkaMHCmsT"
108,"January 13th PPP UPDATE WEBINAR

@NexTier Bank invites you to join us to review recent Paycheck Protection Loan updates and second-draw applications with our CEO, Clem Rosenberger. Sessions will be hosted at 9:00am and 3:30pm.

Details can be found at:

https://t.co/KKDrEIZFq8 https://t.co/iTZxM7Wcnq"
109,"Today marks the opening of the second round of the #PaycheckProtection Program (PPP). Women, minority, and veteran organizations will get priority to these funds. 

I have a small list of initial banks participating, DM if interested.

https://t.co/61oBJ0OmRS"
110,"The Paycheck Protection Program (PPP) is re-opening with new guidance on who shall receive benefits. The first set of loans are being distributed today, January 11, 2021, and will only be available to small businesses that did not receive benefits from the program back in 2020. https://t.co/1HIBIWlirE"
111,"The PPP (Paycheck Protection Plan) application process is expected begin today, Monday, January 11, 2021. 

To complete the PPP First or Second Borrowers Application visit here. 
https://t.co/tbARt4cUUm https://t.co/EFAWGpjs3x"
112,ATTENTION NYC SMALL BUSINESSES: Federal Paycheck Protection Program reopens today. @NYC_SBS  is offering technical support for NYC businesses👇 https://t.co/gCj2tacTH8
113,"As a CDFI, @SunriseBanks Receives Early Access to Paycheck Protection Program Funding. Are you a small business and want to learn more? Check out the latest here:
@CDFIFund  @BCorporation @bankingonvalues https://t.co/LWt1CCq1qe"
114,"A saving grace for small businesses across the country. The Paycheck Protection Program will re-open for applications starting tomorrow. We’ll have everything you need to know about applying on https://t.co/Sv7ZqcApyD
@14News https://t.co/NYZXlNtBZB"
115,"The SBA #PaycheckProtection Program will re-open the week of January 11 for new borrowers and certain existing PPP borrowers.

For more information visit: https://t.co/y6QLiX2qph https://t.co/Fi4Zn34T1R"
116,"Small-Business Paycheck Protection Program Will Restart Monday. Initially, only community financial institutions will be able to make first draw loans to prioritize underserved borrowers, many who were left out of the last round. https://t.co/gjiHhmAOLN"
117,"The Paycheck Protection Program, a vital lifeline that helped keep small businesses afloat during the coronavirus pandemic, will reopen to applicants on Monday, the Trump administration announced Friday. #PPP #economicrecovery
https://t.co/NERmTzYfeG"
118,"💰 A crucial part of the $284 billion restart of the #PaycheckProtection Program (PPP) is about to get underway; the @SBAgov released guidance for the program: @SBA_Wisconsin

https://t.co/DJNtCxfoVL"
119,"🚨🚨🚨🚨 BREAKING NEWS: The @SBAgov just announced the Paycheck Protection Program (PPP) will RE-OPEN NEXT WEEK! 

Learn more ⬇️ https://t.co/yxFCMiy2Na"
120,"What I know to be True:  

All work has dignity. All paychecks must too. 

Union Way of Life is sacred + built this nation.

Healthcare is a basic human right.

LGBTQIA 🏳️‍🌈 deserves Equal Protection Under The Law.

Immigration Makes America, America 🇺🇸
https://t.co/x7TVtn01oI"
121,"@FrakerMonica Full-on Q-Nut was guy in Pelosi’s chair. And he may have taken $9,300 in Paycheck Protection ...Clearly a  socialist ?  😂 or National Socialist ? 
https://t.co/kjHnYzeFUM"
122,"Is your small business #PPPready?

In 2020, DC businesses received 💲2️⃣.2️⃣billion thru the Paycheck Protection Program (PPP), the federal govt’s forgivable loan program

Join us at 4 pm to learn how to take advantage PPP in 2021: Channel16, https://t.co/ZIY0P1tkbm or @MayorBowser https://t.co/lLWYMjVLxk"
123,5 SMB Questions an Accountant Can Answer About the Paycheck Protection Program - Biz2Credit https://t.co/hK0s0GHWI0 via  #PPP #PPPloan #HAPPYNEWYEAR
124,5 SMB Questions an Accountant Can Answer About the Paycheck Protection Program - Biz2Credit https://t.co/qh2mNcsFRW via  #PPP #PPPloan #HAPPYNEWYEAR
125,"@JohnCornyn you are an ass. How Texas elected you is a wonder. Yes better stewards protect business from employee lawsuits. Paycheck protection? Small busibess help? You wouldn't let them borrow less than $250,000! And small business doesn't want that much. Just BIG ones who"
126,"@Gustavo65624352 @SenSchumer @NATOcinemas @SBAgov Things like the Paycheck Protection Program (PPP) and Economic Injury Disaster Loans (EIDL), to name two."
127,"@michaelharriot @JTGatlin That’s ridiculous. A whole lot of that went to paycheck protection programs, including PPP. Disappointing to see wildly inaccurate statements like this."
128,Back on air tonight at 11pm on @10TV. I’ll give you a deeper look at how small businesses will get help with the Paycheck Protection Program that will continue with the stimulus package.
129,A 2nd round of Paycheck Protection Program is now available. Qualifying for this lifeline is complex but an enormous amount of forgivable loans may be obtained. Join us  &amp; @AcChamber for a free webinar to unpack the details Jan 7. Register: https://t.co/3c1w0WZEvx @Estate_TaxLaw
130,We are encouraging businesses who apply for The Bridge Fund to keep their paperwork together bc the fed govt will soon reopen the Paycheck Protection Program (PPP). DC businesses prev received $2.2Bn in PPP. Our hope is they exceed that number in the next round. #PPPready #DCHOPE https://t.co/aKS2q7BtoS
131,"“...includes $20 billion for vaccine procurement, and $9 billion for vaccine distribution. K-12 schools, colleges and universities will get $82 billion to deal with pandemic.
Small businesses get the most funding; the Paycheck Protection Program will get $284 billion more...” https://t.co/VQjvRuc1kR"
132,"I guess I’m confused. Is this tweet arguing for the US to do lesser than it has done so far? Shouldn’t the ask be to do more?

The US government gave $600 a week in unemployment insurance on top of the state insurance. Add to that the $1200 checks and paycheck protection. https://t.co/t94UZykN73"
133,Alfredo Ortiz: Congress’s Backdoor Change to Paycheck Protection Program Is Shameful https://t.co/QS9RV9IADI via @BreitbartNews
134,"2)Commission’s confusing unemployment claim process.

The money in the first round of the federal Paycheck Protection Program designed to help support businesses has dried up, and the recent surge in coronavirus cases threatens businesses even more as people stay home to avoid"
135,Alfredo Ortiz: Congress’s Backdoor Change to Paycheck Protection Program Is Shameful https://t.co/uOnHL0XElJ via @BreitbartNews
136,"That's how it works In ""Trumpland""............Congress just approved $284 billion for the Paycheck Protection Program, but it won’t fix these key issues https://t.co/jpocGUiyJm"
137,"🚨Major victories for the Sixth District were included in the COVID-19 relief bill I supported. Some of these include:

✅284 billion in forgivable loans for the Paycheck Protection Program (PPP). KY-06 small businesses received $966 million in forgivable loans since April."
138,Asking for a friend. Did Putin cash in on the Paycheck Protection Program?
139,"This is so narrative driven. The US has given Paycheck Protection loans to small and large businesses, while also giving huge unemployment benefits. The relief that the US has provided during the pandemic has been better than arguably any nation other than Canada. https://t.co/L9pQl1Erke"
140,"@sethcallahan_ Paycheck protection program isn’t really a corporate bailout though, that money is targeted directly to small businesses"
141,@lolsjou You seem to be ignoring the additional $600 per week on top of regular unemployment that was paid out in the USA until the end of July and the Paycheck Protection Program for small businesses.
142,"relief bill includes $284B in Paycheck Protection Program loans, $25B in rental assistance, extension of eviction moratorium, $82B for schools — not to mention billions more for other programs - and even policies such as making illegal streaming of content a felony."
