,Text
0,"Community Banks empower small businesses &amp; were the predominant Paycheck Protection Program lenders. Peoples Bank is proud to have helped retain about 7,000 local jobs through PPP lending.

Member FDIC | Equal Housing Lender | #WhereValuesMatter | #supportlocal | #banklocally https://t.co/8IAN2IWT4G"
1,Apply for SBA Paycheck Protection Program - Small Business Loans | Womply https://t.co/Bp9gh6LV5W
2,"April is here! Join us on Daybreak for your top stories:
🔒A company shuts down leaving people w/o jobs &amp; their final paychecks 
🏟Baseball fans are getting back into stadiums &amp; one team has 0 restrictions 
💰Protection from scammers-how a new law will make it harder for thieves https://t.co/KADPjzka3N"
3,"The Paycheck Protection Program Loan has been extended. #PPP 
https://t.co/mGDR0KOX6h"
4,"“The Paycheck Protection Program, which has been a lifeline for small businesses, is extended through May.... The American Rescue Plan also provides $10 billion to expand rural broadband and $130 billion to help schools reopen safely.”"
5,"https://t.co/NdRn4oObdm

While the Paycheck Protection Program has been subject to fraud, the revelations contained in a new report by the inspector general of the Small Business Admin..."
6,@HouseGOP @HouseGOP @SenateGOP provided #COVID19 funding for #theotherguy ‘Businesses at properties owned by Trump Organization &amp; son-in-law Jared Kushner's family reportedly received more than two dozen Paycheck Protection Program (PPP) loans worth more than $3.65 million.’ #GOPHypocrisy
7,"Sign up today! This 60 minute webinar covers the loan programs the Small Business Administration(SBA) has to offer to help you get SBA Paycheck Protection Program and Economic Injury Disaster Loans.

https://t.co/1cQYHfVdbb"
8,"https://t.co/j63MD2MZVU If you own one of the nation’s smallest businesses—say a sole proprietorship or a firm with only a few employees—you may not have gotten much help to date from the Paycheck Protection Program. But this morning, the Biden-Harris… OSO TAX SERVICE https://t.co/580py6kegS"
9,"Small businesses looking to Biden’s latest Paycheck Protection Program for relief.
#SmallBusiness #Tucson #Marana 

FULL STORY:
https://t.co/sdbIjxxiH5"
10,https://t.co/j63MD2MZVU The Small Business Administration (“SBA”) is requiring borrowers to complete Form 3509 if the borrower received Paycheck Protection Program (“PPP”) loans totaling $2 million or greater. Many borrowers are still uneasy on how this… OSO TAX SERVICE https://t.co/HFIh8jIneh
11,Tom Brady should give the money back. No hand outs. No Paycheck Protection Money for people who don’t need it. #TomBrady #PaycheckProtectionProgram
12,"We are accepting Paycheck Protection Program applications from current FNB commercial customers!

Learn more or inquire about becoming a commercial customer here: https://t.co/BZrSNQwkuY

Member FDIC #ppp #paycheckprotectionprogram https://t.co/GqNluHlt2K"
13,"American families deserve protection from this every happening! This is unacceptable. I live by the mindset that I am one paycheck away from being homeless, with two kids and three dogs. We won’t all fit in the Hyundai. It’s terrifying! https://t.co/kzQGWmKTAH"
14,"@NebraskaMegan Yes, about that @nebraskarestaur testimony stating that Nebraska received the lion's share of the Paycheck Protection Program loans.

https://t.co/yYqZQroGJG @LJSdon @WestinMiller #neleg #LB122 @NebraskaPPC"
15,"Paycheck Protection Program (PPP) Prep Kansas City is a partnership effort with the City of Kansas City, The KC BizCare Office, Prospect Business Association KC of KC, Heartland Black Chamber of Commerce to help black and minority owned businesses prepare the PPP applications. https://t.co/MOnXqdsV1z"
16,If you and your business needs a Paycheck Protection Program (PPP) loan to keep your business going let First Security Bank help. Call today at 405-424-4341.  @BigOsBBQOKC https://t.co/zjbT9Yrn8b
17,At 5 on @41actionnews: Unemployment woes spark the need for the second wave of Paycheck Protection Program loans. We speak with a small business owner weighing her options as she wants to keep all her employees but admits businesses is slow. https://t.co/lHyFQWv5AR
18,How's that yacht that you bought with your Paycheck Protection money? Still enjoying it while actual small businesses are going out of business and Americans are losing their jobs because of it? https://t.co/UJHcTvyKSZ
19,The Scam That Was the Paycheck Protection Program Paid Out Millions to Hate Groups https://t.co/FZrImLvF7R via @TheRoot
20,@senatemajldr YOU later circulated YOUR own framework for stimulus legislation to Republican members that would establish a fresh round of funding for the small-business Paycheck Protection Program and implement widespread liability protections for corporations and your wealthy donors. https://t.co/IkpndhzYsD
21,"NY Times: How Bad Was Virus Aid Fraud? One Banker Was ‘Frustrated With Humanity’

The Paycheck Protection Program offered small businesses a few months of relief, but prosecutors will be running down fraud for years.

https://t.co/EAaliMwim6"
22,"NY Times: How Bad Was Virus Aid Fraud? One Banker Was ‘Frustrated With Humanity’

The Paycheck Protection Program offered small businesses a few months of relief, but prosecutors will be running down fraud for years.

https://t.co/YPFbFXXGNL"
23,Critical funding for manufacturers has run out. Let's urge Congress and the president to quickly pass additional funding to the Paycheck Protection Program: https://t.co/BUcxJ3T5fV #PPPLoans
24,"@propublica Would this bill protect rats that lied ?
Will all the problems with paycheck protection funds be sloughed off as a mistake by the government?things were crazy , rushed, we must heal as a nation , but  that guy stole millions, yes yes but its all gone now all gone."
25,"@Jim_Jordan paycheck protection act loans were granted to this administration,congressmen,&amp;family members.covid relief has been sitting in the senate for months&amp;hasnt been voted on or even negotiated-which is your fucking job!So how about doing your job&amp;getting to work for us rather then you"
26,"People, including library workers, need paycheck protection. Libraries need relief to keep providing access to broadband and telehealth and assistance finding employment and filing for benefits and [fill in the blank]. #LibrariesStrong https://t.co/JzKGP6KUBu"
27,"@NFL quarterback Tom Brady’s sports performance and nutrition company received a Paycheck Protection Program loan of $960,855 from the federal government, according to data released by the U.S. Small Business Administration #Resistance #CheatingRepublicans https://t.co/2oAPCXIc7T"
