,Text,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun
0,"here, you, go, please, stop, spreading, false, theories, before, #, factchecking, #, knowyourvaccine, #, couid, "", couid, -, nineteen, vaccines, are, safe, people, who, experience, menstruation, or, are, post, -, menopausal, ,, medical, experts, say, ""","[('here', 'RB'), ('you', 'PRP'), ('go', 'VBP'), ('please', 'JJ'), ('stop', 'VB'), ('spreading', 'VBG'), ('false', 'JJ'), ('theories', 'NNS'), ('before', 'IN'), ('factchecking', 'VBG'), ('knowyourvaccine', 'NN'), ('couid', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccines', 'NNS'), ('are', 'VBP'), ('safe', 'JJ'), ('people', 'NNS'), ('who', 'WP'), ('experience', 'VBP'), ('menstruation', 'NN'), ('or', 'CC'), ('are', 'VBP'), ('post', 'VBN'), ('menopausal', 'JJ'), ('medical', 'JJ'), ('experts', 'NNS'), ('say', 'VBP')]","['go', 'please', 'stop', 'spreading', 'false', 'theory', 'factchecking', 'knowyourvaccine', 'couid', 'couid', 'nineteen', 'vaccine', 'safe', 'people', 'experience', 'menstruation', 'post', 'menopausal', 'medical', 'expert', 'say']","['go', 'stop', 'spread', 'false', 'theory', 'factchecke', 'knowyourvaccine', 'couid', 'vaccine', 'safe', 'people', 'experience', 'menstruation', 'post', 'menopausal', 'medical', 'expert', 'say']","['theory', 'knowyourvaccine', 'vaccine', 'people', 'menstruation', 'post', 'expert']"
1,"not, vaccine, ,, this, is, medicine, couid, ., just, approved, ., this, is, again, ,, made, india, ., We, will, win, ,, Corona, will, lose, ...","[('not', 'RB'), ('vaccine', 'VB'), ('this', 'DT'), ('is', 'VBZ'), ('medicine', 'JJ'), ('couid', 'NN'), ('just', 'RB'), ('approved', 'VBN'), ('this', 'DT'), ('is', 'VBZ'), ('again', 'RB'), ('made', 'VBN'), ('india', 'NN'), ('we', 'PRP'), ('will', 'MD'), ('win', 'VB'), ('corona', 'NN'), ('will', 'MD'), ('lose', 'VB')]","['not', 'vaccine', 'medicine', 'couid', 'approved', 'made', 'india', 'win', 'corona', 'lose']","['vaccine', 'medicine', 'couid', 'approve', 'make', 'win', 'corona', 'lose']","['medicine', 'couid', 'corona']"
2,"sir, i, am, willing, donate, blood, before, taking, first, jab, couid, vaccine, .","[('sir', 'NN'), ('i', 'NN'), ('am', 'VBP'), ('willing', 'JJ'), ('donate', 'NN'), ('blood', 'NN'), ('before', 'IN'), ('taking', 'VBG'), ('first', 'JJ'), ('jab', 'NN'), ('couid', 'NN'), ('vaccine', 'NN')]","['sir', 'willing', 'donate', 'blood', 'taking', 'first', 'jab', 'couid', 'vaccine']","['donate', 'blood', 'take', 'first', 'couid', 'vaccine']","['blood', 'vaccine']"
3,"newswatch, :, cac, committee, meet, i, &, amp, ;, i, couid, vaccine, as, india, sets, record, case, number, second, straight, day, #, nifty, #, sipgrab, #, unitingpeoplewiththepossibilities","[('newswatch', 'NN'), ('cac', 'NN'), ('committee', 'NN'), ('meet', 'NN'), ('i', 'JJ'), ('amp', 'VBP'), ('i', 'JJ'), ('couid', 'VBP'), ('vaccine', 'NN'), ('as', 'IN'), ('india', 'JJ'), ('sets', 'NNS'), ('record', 'NN'), ('case', 'NN'), ('number', 'NN'), ('second', 'JJ'), ('straight', 'JJ'), ('day', 'NN'), ('nifty', 'JJ'), ('sipgrab', 'NN'), ('unitingpeoplewiththepossibilities', 'NNS')]","['newswatch', 'cac', 'committee', 'meet', 'amp', 'couid', 'vaccine', 'india', 'set', 'record', 'case', 'number', 'second', 'straight', 'day', 'nifty_sipgrab', 'unitingpeoplewiththepossibilities']","['vaccine', 'set', 'record', 'case', 'number', 'second', 'straight', 'day', 'nifty_sipgrab', 'unitingpeoplewiththepossibilitie']","['vaccine', 'record', 'case', 'number', 'day', 'nifty_sipgrab', 'unitingpeoplewiththepossibilitie']"
4,"doctor, cac, advisory, panel, expects, i, &, amp, ;, i, couid, vaccine, pause, eventually, be, lifted, #, nifty, #, sipgrab, #, unitingpeoplewiththepossibilities","[('doctor', 'NN'), ('cac', 'NN'), ('advisory', 'JJ'), ('panel', 'NN'), ('expects', 'VBZ'), ('i', 'JJ'), ('amp', 'VBP'), ('i', 'JJ'), ('couid', 'VBP'), ('vaccine', 'NN'), ('pause', 'NN'), ('eventually', 'RB'), ('be', 'VB'), ('lifted', 'VBN'), ('nifty', 'JJ'), ('sipgrab', 'NN'), ('unitingpeoplewiththepossibilities', 'NNS')]","['doctor', 'cac', 'advisory', 'panel', 'expects', 'amp', 'couid', 'vaccine', 'pause', 'eventually', 'lifted', 'nifty_sipgrab', 'unitingpeoplewiththepossibilities']","['advisory', 'panel', 'expect', 'vaccine', 'pause', 'eventually', 'lift', 'unitingpeoplewiththepossibilitie']","['panel', 'vaccine', 'pause', 'unitingpeoplewiththepossibilitie']"
5,"both, mom, dad, got, vaccine, ., but, dad, says, people, are, now, out, i, public, with, no, masks, thinking, they, i, re, bulletproof, ,, invincible, ., such, as, my, cousin, ., who, went, holiday, with, her, husband, ,, twin, boys, ,, another, family, ., other, fam, tested, positive, couid, .","[('both', 'DT'), ('mom', 'NN'), ('dad', 'NN'), ('got', 'VBD'), ('vaccine', 'JJ'), ('but', 'CC'), ('dad', 'JJ'), ('says', 'VBZ'), ('people', 'NNS'), ('are', 'VBP'), ('now', 'RB'), ('out', 'IN'), ('i', 'JJ'), ('public', 'JJ'), ('with', 'IN'), ('no', 'DT'), ('masks', 'NNS'), ('thinking', 'VBG'), ('they', 'PRP'), ('i', 'VBP'), ('re', 'VBP'), ('bulletproof', 'JJ'), ('invincible', 'JJ'), ('such', 'JJ'), ('as', 'IN'), ('my', 'PRP$'), ('cousin', 'NN'), ('who', 'WP'), ('went', 'VBD'), ('holiday', 'NN'), ('with', 'IN'), ('her', 'PRP$'), ('husband', 'NN'), ('twin', 'NN'), ('boys', 'VBZ'), ('another', 'DT'), ('family', 'NN'), ('other', 'JJ'), ('fam', 'RB'), ('tested', 'VBN'), ('positive', 'JJ'), ('couid', 'NN')]","['mom', 'dad', 'got', 'vaccine', 'dad', 'say', 'people', 'public', 'mask', 'thinking', 'bulletproof', 'invincible', 'cousin', 'went', 'holiday', 'husband', 'twin', 'boy', 'another', 'family', 'fam', 'tested_positive', 'couid']","['mom', 'get', 'vaccine', 'dad', 'say', 'people', 'public', 'mask', 'think', 'bulletproof', 'invincible', 'cousin', 'go', 'holiday', 'husband', 'twin', 'boy', 'family', 'fam', 'tested_positive', 'couid']","['mom', 'vaccine', 'dad', 'people', 'mask', 'bulletproof', 'cousin', 'holiday', 'husband', 'boy', 'family', 'fam', 'couid']"
6,"registration, couid, -, nineteen, vaccine, all, eligible, citizens, between, eighteen, -, forty-five, years, start, twenty-eight, april, ,, two thousand and twenty-one, #, largestvaccinedrive, #, unite2fightcorona","[('registration', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('all', 'DT'), ('eligible', 'JJ'), ('citizens', 'NNS'), ('between', 'IN'), ('eighteen', 'JJ'), ('years', 'NNS'), ('start', 'VBP'), ('april', 'RB'), ('largestvaccinedrive', 'JJ')]","['registration', 'couid', 'nineteen', 'vaccine', 'eligible', 'citizen', 'eighteen_years', 'start', 'april', 'largestvaccinedrive']","['registration', 'couid', 'vaccine', 'eligible', 'citizen', 'start']","['registration', 'vaccine', 'citizen']"
7,"wear, your, mask, i, ., #, sustained, #, covid19india, #, wearamask, #, mask, #, covidiot, #, coronaviruspandemic, #, covidvaccine, #, covid19, #, coronavirus, #, lockdown, #, whistlepodu, #, ask, #, dubai, #, use, #, blackownedbusiness, #, tamilnadu, #, tamil, #, plasticfree, #, stayhomestaysafe, #, india, #, canada","[('wear', 'IN'), ('your', 'PRP$'), ('mask', 'NN'), ('i', 'NN'), ('sustained', 'VBD'), ('wearamask', 'JJ'), ('mask', 'NN'), ('covidiot', 'NN'), ('coronaviruspandemic', 'JJ'), ('covidvaccine', 'NN'), ('coronavirus', 'NN'), ('lockdown', 'JJ'), ('whistlepodu', 'NN'), ('ask', 'NN'), ('dubai', 'NN'), ('use', 'NN'), ('blackownedbusiness', 'NN'), ('tamilnadu', 'NN'), ('tamil', 'NN'), ('plasticfree', 'JJ'), ('stayhomestaysafe', 'JJ'), ('india', 'NN'), ('canada', 'NN')]","['wear_mask', 'sustained', 'wearamask', 'mask', 'covidiot', 'coronaviruspandemic', 'covidvaccine', 'coronavirus', 'lockdown', 'whistlepodu', 'ask', 'dubai', 'use', 'blackownedbusiness', 'tamilnadu', 'tamil', 'plasticfree', 'stayhomestaysafe', 'india', 'canada']","['wear_mask', 'sustained', 'coronaviruspandemic', 'covidvaccine', 'lockdown', 'whistlepodu', 'ask', 'use', 'blackownedbusiness', 'tamilnadu']","['covidvaccine', 'lockdown', 'whistlepodu', 'tamilnadu']"
8,"when, india, face, #, oxygenshortage, even, when, indians, gasping, our, am, updates, #, covidvaccine, policy, favor, corporates, #, right, now, at, uk, United_Kingdom, then, front, end, named, be, #, modi, back, end, be, #, amitshah, grinning_face_with_sweat","[('when', 'WRB'), ('india', 'JJ'), ('face', 'NN'), ('oxygenshortage', 'NN'), ('even', 'RB'), ('when', 'WRB'), ('indians', 'NNS'), ('gasping', 'VBG'), ('our', 'PRP$'), ('am', 'VBP'), ('updates', 'JJ'), ('covidvaccine', 'NN'), ('policy', 'NN'), ('favor', 'NN'), ('corporates', 'NNS'), ('right', 'RB'), ('now', 'RB'), ('at', 'IN'), ('uk', 'JJ'), ('then', 'RB'), ('front', 'JJ'), ('end', 'NN'), ('named', 'VBN'), ('be', 'VB'), ('modi', 'VBN'), ('back', 'RP'), ('end', 'NN'), ('be', 'VB'), ('amitshah', 'JJ')]","['india', 'face', 'oxygenshortage', 'even', 'indian', 'gasping', 'update', 'covidvaccine', 'policy', 'favor', 'corporates', 'right', 'front', 'end', 'named', 'modi', 'back', 'end', 'amitshah']","['face', 'oxygenshortage', 'even', 'gasp', 'update', 'covidvaccine', 'policy', 'favor', 'corporate', 'front', 'end', 'name', 'modi', 'end', 'amitshah']","['face', 'oxygenshortage', 'covidvaccine', 'policy', 'favor', 'corporate', 'end', 'end', 'amitshah']"
9,"more, than, thirty, colleges, now, say, couid, vaccines, will, be, mandatory, fall, two thousand and twenty-one, #, nifty, #, sipgrab, #, unitingpeoplewiththepossibilities","[('more', 'RBR'), ('than', 'IN'), ('thirty', 'JJ'), ('colleges', 'NNS'), ('now', 'RB'), ('say', 'VBP'), ('couid', 'NN'), ('vaccines', 'NNS'), ('will', 'MD'), ('be', 'VB'), ('mandatory', 'JJ'), ('fall', 'NN'), ('nifty', 'JJ'), ('sipgrab', 'NN'), ('unitingpeoplewiththepossibilities', 'NNS')]","['thirty', 'college', 'say', 'couid', 'vaccine', 'mandatory', 'fall', 'nifty_sipgrab', 'unitingpeoplewiththepossibilities']","['college', 'say', 'couid', 'vaccine', 'mandatory', 'fall', 'nifty_sipgrab', 'unitingpeoplewiththepossibilitie']","['college', 'vaccine', 'nifty_sipgrab', 'unitingpeoplewiththepossibilitie']"
