,Text,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun
0,"selangor, journal, |, astrazeneca, couid, -, nineteen, vaccine, safe, use, malaysia, i, minister","[('selangor', 'JJ'), ('journal', 'NN'), ('astrazeneca', 'NN'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('safe', 'JJ'), ('use', 'NN'), ('malaysia', 'NN'), ('i', 'NN'), ('minister', 'NN')]","['selangor_journal', 'astrazeneca', 'couid', 'nineteen', 'vaccine', 'safe', 'use', 'malaysia', 'minister']","['selangor_journal', 'astrazeneca', 'couid', 'vaccine', 'safe', 'use', 'minister']","['astrazeneca', 'vaccine', 'use', 'minister']"
1,"couid, -, nineteen, vaccine, form, pill, is, set, enter, first, clinical, trials, #, covid19","[('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('form', 'NN'), ('pill', 'NN'), ('is', 'VBZ'), ('set', 'VBN'), ('enter', 'NN'), ('first', 'JJ'), ('clinical', 'JJ'), ('trials', 'NNS')]","['couid', 'nineteen', 'vaccine', 'form', 'pill', 'set', 'enter', 'first', 'clinical_trial']","['couid', 'vaccine', 'form', 'pill', 'set', 'enter', 'first', 'clinical_trial']","['vaccine', 'form', 'pill', 'clinical_trial']"
2,"good, vaccinate, ., better, vaccine, all, front, line, workers, ., best, vaccinate, all, ., thebest, is, insist, safety, measures, &, amp, ;, cleanliness, for, ever, ., permanent, method, is, improving, immunity, by, yoga, ,, pranayama, &, amp, ;, serene, mind, loving, all, keeps, even, couid, away, ., best, health, for, ap, &, amp, ;, people","[('good', 'JJ'), ('vaccinate', 'NN'), ('better', 'RBR'), ('vaccine', 'NN'), ('all', 'DT'), ('front', 'JJ'), ('line', 'NN'), ('workers', 'NNS'), ('best', 'RBS'), ('vaccinate', 'VBP'), ('all', 'DT'), ('thebest', 'NN'), ('is', 'VBZ'), ('insist', 'JJ'), ('safety', 'NN'), ('measures', 'NNS'), ('amp', 'VBP'), ('cleanliness', 'NN'), ('for', 'IN'), ('ever', 'RB'), ('permanent', 'JJ'), ('method', 'NN'), ('is', 'VBZ'), ('improving', 'VBG'), ('immunity', 'NN'), ('by', 'IN'), ('yoga', 'JJ'), ('pranayama', 'NN'), ('amp', 'NN'), ('serene', 'JJ'), ('mind', 'NN'), ('loving', 'VBG'), ('all', 'DT'), ('keeps', 'NNS'), ('even', 'RB'), ('couid', 'VBP'), ('away', 'RB'), ('best', 'JJS'), ('health', 'NN'), ('for', 'IN'), ('ap', 'JJ'), ('amp', 'NN'), ('people', 'NNS')]","['good', 'vaccinate', 'better', 'vaccine', 'front_line', 'worker', 'best', 'vaccinate', 'thebest', 'insist', 'safety', 'measure', 'amp', 'cleanliness', 'ever', 'permanent', 'method', 'improving', 'immunity', 'yoga', 'pranayama', 'amp', 'serene', 'mind', 'loving', 'keep', 'even', 'couid', 'away', 'best', 'health', 'ap', 'amp', 'people']","['good', 'well', 'vaccine', 'front_line', 'worker', 'well', 'vaccinate', 'thebest', 'insist', 'safety', 'measure', 'amp', 'cleanliness', 'ever', 'permanent', 'method', 'improve', 'immunity', 'yoga', 'serene', 'mind', 'love', 'keep', 'even', 'couid', 'good', 'health', 'amp', 'people']","['vaccine', 'front_line', 'worker', 'thebest', 'safety', 'measure', 'amp', 'cleanliness', 'method', 'immunity', 'yoga', 'mind', 'health', 'amp', 'people']"
3,"sir, please, grant, permission, couid, vaccine, all, age, groups, ,, issue, strict, rules, so, that, hospitals, should, not, collect, unreasonable, amounts, like, consultation, ,, slot, bookings, etc, ,, please, sir, many, are, waiting, take, vaccine, ., sir, life, every, indian, is, important, ., jai, hind","[('sir', 'JJ'), ('please', 'NN'), ('grant', 'JJ'), ('permission', 'NN'), ('couid', 'NN'), ('vaccine', 'NN'), ('all', 'DT'), ('age', 'NN'), ('groups', 'NNS'), ('issue', 'VBP'), ('strict', 'JJ'), ('rules', 'NNS'), ('so', 'RB'), ('that', 'IN'), ('hospitals', 'NNS'), ('should', 'MD'), ('not', 'RB'), ('collect', 'VB'), ('unreasonable', 'JJ'), ('amounts', 'NNS'), ('like', 'IN'), ('consultation', 'NN'), ('slot', 'NN'), ('bookings', 'NNS'), ('etc', 'VBP'), ('please', 'VB'), ('sir', 'JJ'), ('many', 'JJ'), ('are', 'VBP'), ('waiting', 'VBG'), ('take', 'VB'), ('vaccine', 'NN'), ('sir', 'JJ'), ('life', 'NN'), ('every', 'DT'), ('indian', 'NN'), ('is', 'VBZ'), ('important', 'JJ'), ('jai', 'NN'), ('hind', 'NN')]","['sir', 'please', 'grant', 'permission', 'couid', 'vaccine', 'age', 'group', 'issue', 'strict', 'rule', 'hospital', 'not', 'collect', 'unreasonable', 'amount', 'like', 'consultation', 'slot', 'booking', 'etc', 'please', 'sir', 'many', 'waiting', 'take', 'vaccine', 'sir', 'life', 'every', 'indian', 'important', 'jai_hind']","['sir', 'grant', 'permission', 'couid', 'vaccine', 'age', 'group', 'issue', 'strict', 'rule', 'hospital', 'collect', 'unreasonable', 'amount', 'consultation', 'slot', 'booking', 'many', 'wait', 'take', 'vaccine', 'life', 'indian', 'important', 'jai_hind']","['sir', 'permission', 'couid', 'vaccine', 'age', 'group', 'rule', 'hospital', 'amount', 'consultation', 'slot', 'booking', 'take', 'vaccine', 'life', 'jai_hind']"
4,"health, authorities, have, been, urged, increase, number, per, tests, conducted, per, day, across, sri, lanka, ., read, full, story, here, via, #, srilanka, #, la, #, coronavirus, #, covid19, #, per, #, covid19lk, #, covid19sl, #, covidvaccine","[('health', 'NN'), ('authorities', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('urged', 'VBN'), ('increase', 'JJ'), ('number', 'NN'), ('per', 'IN'), ('tests', 'NNS'), ('conducted', 'VBN'), ('per', 'IN'), ('day', 'NN'), ('across', 'IN'), ('sri', 'NN'), ('lanka', 'NN'), ('read', 'VBP'), ('full', 'JJ'), ('story', 'NN'), ('here', 'RB'), ('via', 'IN'), ('srilanka', 'NN'), ('la', 'NN'), ('coronavirus', 'NN'), ('per', 'IN'), ('covidvaccine', 'NN')]","['health', 'authority', 'urged', 'increase', 'number', 'per', 'test', 'conducted', 'per', 'day', 'across', 'sri_lanka', 'read_full', 'story', 'via', 'srilanka_la', 'coronavirus', 'per', 'covidvaccine']","['health', 'authority', 'urge', 'increase', 'number', 'test', 'conduct', 'day', 'sri_lanka', 'read_full', 'story', 'srilanka_la', 'coronavirus', 'covidvaccine']","['health', 'authority', 'increase', 'number', 'test', 'day', 'sri_lanka', 'read_full', 'story', 'srilanka_la', 'coronavirus', 'covidvaccine']"
5,"took, my, first, dose, couid, -, nineteen, vaccine, at, pic, rakaswada, ., #, covieshield, #, serum, #, covidvacccine, #, covid_19, #, free, #, india, @, nandurbar","[('took', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('dose', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccine', 'NN'), ('at', 'IN'), ('pic', 'NN'), ('rakaswada', 'NN'), ('covieshield', 'VBD'), ('serum', 'JJ'), ('covidvacccine', 'NN'), ('free', 'JJ'), ('india', 'NN'), ('nandurbar', 'NN')]","['took', 'first', 'dose', 'couid', 'nineteen', 'vaccine', 'pic', 'rakaswada', 'covieshield', 'serum', 'covidvacccine', 'free', 'india', 'nandurbar']","['take', 'first', 'couid', 'vaccine', 'pic', 'rakaswada', 'covieshield', 'free', 'nandurbar']","['vaccine', 'pic', 'rakaswada', 'covieshield', 'nandurbar']"
6,"trump, mistaken, unmask, ,, hope, &, amp, ;, pray, american, deaths, could, stop, at, 556k, ., him, had, died, black, death, ,, 500m, spanish, flu, century, ago, ., since, then, viruses, there, we, are, ninth, ,, sars, ,, merscov, ,, ebola, ,, avian, flu, ,, now, couid, -, nineteen, needs, noah, arc, &, it, ;, vaccines, &, it, i, i, i","[('trump', 'NN'), ('mistaken', 'NNS'), ('unmask', 'JJ'), ('hope', 'VBP'), ('amp', 'JJ'), ('pray', 'JJ'), ('american', 'JJ'), ('deaths', 'NNS'), ('could', 'MD'), ('stop', 'VB'), ('at', 'IN'), ('him', 'PRP'), ('had', 'VBD'), ('died', 'VBN'), ('black', 'JJ'), ('death', 'NN'), ('spanish', 'JJ'), ('flu', 'JJ'), ('century', 'NN'), ('ago', 'RB'), ('since', 'IN'), ('then', 'RB'), ('viruses', 'VBZ'), ('there', 'EX'), ('we', 'PRP'), ('are', 'VBP'), ('ninth', 'JJ'), ('sars', 'NNS'), ('merscov', 'VBP'), ('ebola', 'JJ'), ('avian', 'JJ'), ('flu', 'NN'), ('now', 'RB'), ('couid', 'VBZ'), ('nineteen', 'JJ'), ('needs', 'NNS'), ('noah', 'JJ'), ('arc', 'IN'), ('it', 'PRP'), ('vaccines', 'VBZ'), ('it', 'PRP'), ('i', 'IN'), ('i', 'NN'), ('i', 'VBP')]","['trump', 'mistaken', 'unmask', 'hope', 'amp', 'pray', 'american', 'death', 'could', 'stop', 'died', 'black', 'death', 'spanish', 'flu', 'century', 'ago', 'since', 'virus', 'ninth', 'sars', 'merscov', 'ebola', 'avian', 'flu', 'couid', 'nineteen', 'need', 'arc', 'vaccine']","['amp', 'pray', 'american', 'death', 'stop', 'die', 'black', 'death', 'spanish', 'flu', 'century', 'ago', 'virus', 'ninth', 'avian', 'flu', 'couid', 'need', 'vaccine']","['amp', 'death', 'death', 'flu', 'century', 'virus', 'flu', 'need', 'vaccine']"
7,"finally, day, as, come, so, so, relieved, that, my, precious, mum, got, her, first, dose, couid, -, nineteen, ., she, got, sinopharm, thank, you, people, china, vaccine, thanks, million, #, ncos, this, folded_handsfolded_hands, thank, you, thank, you, thank, you, ., thank, you","[('finally', 'RB'), ('day', 'NN'), ('as', 'IN'), ('come', 'NN'), ('so', 'RB'), ('so', 'RB'), ('relieved', 'JJ'), ('that', 'IN'), ('my', 'PRP$'), ('precious', 'JJ'), ('mum', 'NN'), ('got', 'VBD'), ('her', 'PRP$'), ('first', 'JJ'), ('dose', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('she', 'PRP'), ('got', 'VBD'), ('sinopharm', 'JJ'), ('thank', 'NN'), ('you', 'PRP'), ('people', 'NNS'), ('china', 'VBP'), ('vaccine', 'JJ'), ('thanks', 'NNS'), ('million', 'CD'), ('ncos', 'IN'), ('this', 'DT'), ('thank', 'NN'), ('you', 'PRP'), ('thank', 'VBP'), ('you', 'PRP'), ('thank', 'VBP'), ('you', 'PRP'), ('thank', 'VBP'), ('you', 'PRP')]","['finally', 'day', 'come', 'relieved', 'precious', 'mum', 'got', 'first', 'dose', 'couid', 'nineteen', 'got', 'sinopharm', 'thank', 'people', 'china', 'vaccine', 'thanks', 'million', 'ncos', 'thank', 'thank', 'thank', 'thank']","['finally', 'day', 'come', 'relieved', 'precious', 'mum', 'get', 'first', 'get', 'sinopharm', 'thank', 'people', 'thank', 'nco', 'thank', 'thank', 'thank', 'thank']","['day', 'mum', 'sinopharm', 'thank', 'people', 'thank', 'nco', 'thank']"
8,"why, you, cannot, compare, couid, -, nineteen, vaccines, #, covidー19, #, covidvaccine, #, know","[('why', 'WRB'), ('you', 'PRP'), ('cannot', 'VBP'), ('compare', 'VB'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccines', 'NNS'), ('covidvaccine', 'NN'), ('know', 'VBP')]","['cannot_compare', 'couid', 'nineteen', 'vaccine', 'covidvaccine', 'know']","['cannot_compare', 'couid', 'vaccine', 'covidvaccine', 'know']","['cannot_compare', 'vaccine', 'covidvaccine']"
9,"The, world, ', i, fastest, vaccination, campaign, syringe, so, far, more, than, fifty, million, people, have, been, vaccinated, against, corona, #, vaccine, #, largestvaccinedrive, #, covidvaccine, #, covid19india","[('the', 'DT'), ('world', 'NN'), ('i', 'NN'), ('fastest', 'JJS'), ('vaccination', 'NN'), ('campaign', 'NN'), ('syringe', 'NN'), ('so', 'RB'), ('far', 'RB'), ('more', 'JJR'), ('than', 'IN'), ('fifty', 'JJ'), ('million', 'CD'), ('people', 'NNS'), ('have', 'VBP'), ('been', 'VBN'), ('vaccinated', 'VBN'), ('against', 'IN'), ('corona', 'JJ'), ('vaccine', 'NN'), ('largestvaccinedrive', 'JJ'), ('covidvaccine', 'NN')]","['world', 'fastest', 'vaccination', 'campaign', 'syringe', 'far', 'fifty', 'million', 'people', 'vaccinated', 'corona', 'vaccine', 'largestvaccinedrive', 'covidvaccine']","['world', 'fast', 'vaccination', 'campaign', 'syringe', 'far', 'people', 'vaccinate', 'vaccine', 'largestvaccinedrive', 'covidvaccine']","['world', 'vaccination', 'campaign', 'syringe', 'people', 'vaccine', 'covidvaccine']"
