,0
0,"there, would, be, the, pfizer"
1,"yes, mandera, we, already, saw, it, ,, now, we, have, to, investigate, if, you, can, put, pfizer, or, modern, because, she, put, astra, ., thank, you, face_blowing_a_kiss"
2,"pfizer, here, ., i, called, my, doctor, yesterday, advise, re, :, booster, myself, because, underlying, genetic, condition, i, ', m, old, ., i, ', m, still, waiting, decision"
3,"i, think, all, us, should, invest, pfizer, moderna, ., especially, black, folks, ."
4,"i, meant, his, sleep, ., while, was, sleeping, have, nurse, twice, stick, pfizer, jab, his, arm"
5,"apparently, only, pfizer, is, the, only, one, that, has, a, study, for, this, group, ., So, what, is, worrying, is, a, widespread, return, to, school, also, for, age, groups, under, 12, years, of, age, and, who, still, cannot, be, vaccinated, because, there, are, no, studies, ."
6,"Serious, question, :, there, are, already, studies, on, the, application, of, the, Pfizer, vaccine, for, that, age, group, that, you, mention, ."
7,"rhode, islanTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry, if, you, ’, re, moderately, severely, immunocompromised, ,, you, can, get, third, dose, pfizer, or, moderna, today, ., how, make, appointment, down_arrow, ️"
8,"seems, as, though, providing, pfizer, vaccine, has, encouraged, more, people, get, it, arkansas, ."
9,"with, vaccines, losing, their, effectiveness, pfizer, is, only, 42, %, effective, against, so, -, called, delta, variant, ,, will, those, requiring, vaccines, also, require, vaccinated, people, get, every, new, booster, that, comes, out"
10,"red_circle, pfizer, -, biontech, moderna, poised, make, billions, covid, -, 19, boosters, ..., this, is, about, robbing, governments, ..., harming, depopulating, as, many, us, as, possible, ., this, is, not, science, ...., this, is, coup, hiest, ."
11,"shocking, isn, ', t, this, red_circle, pfizer, -, biontech, moderna, poised, make, $$$, billions, covid, -, 19, boosters"
12,"are, we, surprised, by, this, red_circle, pfizer, -, biontech, moderna, poised, make, billions, covid, -, 19, boosters"
13,"red_circle, pfizer, -, biontech, moderna, poised, make, billions, covid, -, 19, boosters, ., is, anyone, surprised, they, are, harming, attempting, depopulate, our, society, money, ..., rob, people, ..., dead, people, can, ', t, respond, now, can, we"
14,"imma, "", did, you, get, moderna, or, pfizer, "", my, way, into, some, pussy"
15,"there, are, 2, vaccines, available, saskatchewan, ., or, 3, if, you, count, moderna, pfizer, as, different, ., advising, you, check, all, their, ingredient, lists, with, your, allergist, ., maybe, one, vaccine, will, not, have, that, ingredient, you, will, be, able, take, jab, ."
16,"instead, "", dark, ages, "", age, dumb, &, amp, ;, stupid, here, thus, "", dumb, -, ages, ."", one, has, 2, choices, ., or, vaccine, live, ., but, decline, sitting, there, with, new, castle, beer, at, restaurant, boston, talking, about, how, you, outsmart, system, #, pegasusproject"
17,"getting, my, 3rd, dose, pfizer, monday"
18,"Moderna, and, the, pfizer, -, biontech, alliance, could, reap, billions, of, dollars, from, covid, -, 19, booster, shots, over, the, next, few, years, ,, in, what, analysts, and, investors, say, could, be, a, market, comparable, to, $, 6, billion, ."
19,"following, the, approval, by, the, food, and, drug, administration, fda, and, the, centers, for, disease, control, and, prevention, cdc, of, an, additional, dose, of, pfizer, and, modern, #, covid19, vaccines, for, immunosuppressed, people, ,"
20,"when, I, took, the, second, dose, of, pfizer, I, confess, I, felt, like, it, ., now, with, this, delta, variant, I, ', m, letting, the, thing, be, mad, ., face_without_mouth"
21,"I, just, read, that, a, third, pfizer, and, modern, vaccine, is, coming, #, pfizer, #, modern"
22,"following, food, drug, administration, fda, centers, disease, control, prevention, cdc, approval, additional, dose, pfizer, moderna, covid, -, 19, vaccines, immunocompromised, people, ,"
23,"face_screaming_in_fearface_screaming_in_fearface_screaming_in_fear, imposible, la, ecuación, ,, tengo, las, pfizer, jeje, ..."
24,"we, got, our, second, pfizer, march, 3rd, ., over, 65, barely, me, californians, ."
25,"your, fully, vaxd, #, dakini, thank, you, #, pfizer, donating, all, us, #, chicagotantra, ceremonies, 312, 339, 7707, om, #, reiki, #, chakrabalancing, #, bathrituals, #, alternativehealing, #, couplestantra, served, #, chicago, subscribe, my, #, youtube, folded_hands"
26,"i, feel, lost, that, there, hasn, ’, t, been, much, information, about, j, &, amp, ;, j, vaccine, ., do, i, need, take, booster, shot, pfizer, or, moderna, or, wait, until, we, know, more, help, crying_face"
27,"update, :, says, certain, moderately, severely, immunocompromised, rhode, islanders, can, begin, receiving, third, doses, pfizer, /, moderna, covid, -, 19, vaccine, as, soon, as, **, tomorrow, **, 8, /, 14, ., state, is, relying, self, attestation, ,, no, documentation, is, required, ."
28,"a, question, the, Chinese, are, putting, two, #, sinovac, and, a, dose, of, #, pfizer"
29,"she, ended, getting, both, vaccinations, with, pfizer, ."
30,"2, /, 2, no, v, no, eat, ,, no, v, no, school, ,, no, v, no, entertainment, do, u, get, it, yet, plenty, proof, that, j, is, depopulation, tool, ., plenty, proof, that, j, is, unsafe, meanwhile, pfizer, moderna, etal, making, record, profits, free, j, ,, is, it, really, free"
31,"Mr, ., Ugarte, ,, can, you, clarify, a, doubt, that, I, have, with, the, Pfizer, vaccine, ,, you, added, a, saline, solution, to, a, vial, of, the, vaccine, and, shared, it, in, four, or, more, doses, for, its, application, ., in, usa, ., one, bottle, is, one, dose, ., my, daughters, put, on, the, pfizer, and, I, the, modern, one, ,, one, bottle, one"
32,"moderna, pfizer, get, third, boost, earnings, ."
33,"it, doesn, ', t, help, i, ', ve, been, trying, book, my, 2nd, dose, pfizer, month, or, more, i, ', m, constantly, confronted, with, "", no, available, appointments, "", or, trouble, finding, place, actually, get, my, 2nd, dose, ., maybe, should, be, more, proactive, with, availability, ., come, towns, etc"
34,"i, had, both, pfizer, march, ,, little, red, spot, second, one, ,, but, it, went, away, ., no, other, issues, ., joy"
35,"yes, i, will, take, booster, pfizer, if, suggested, by, experts, as, necessary"
36,"pfizer, should, be, fine, bc, it, ’, s, fda, authorized, ., but, nyc, says, only, excelsior, pass, or, cdc, card, proof, ., those, are, only, applicable, our, 3, vaxxes, administered, here, …"
37,"i, ’, ve, been, fully, vaccinated, since, early, june, ., no, issues, besides, slightly, sore, arm, but, it, wasn, ’, t, too, bad, me, ., my, mom, also, is, also, had, no, issues, ., i, had, pfizer, she, had, moderna"
