,Text
34,"Isn’t this the best time to customise your own new sofa, made-to-size? A few simple steps to have your sofa made as soon as the Circuit Breaker ends: measure the space you have, email us your dimensions, get a quote… https://t.co/dea1lu87Oh"
35,"New “NORMAL” // 😷

Start the second half of #CircuitBreaker in Singapore c/o myproteinsg with 58% off storewide using my link and code in bio.

Get your hands on a wide selection of workout supplements, foods,… https://t.co/LCLxzbdyeZ"
36,"SWIPE to see before and after.
.
Celebrate your family love story during the Circuit Breaker! We are hand-making these gorgeous illustrations to celebrate special dates like birthdays, Mother’s and Father’s Day, or… https://t.co/snMBLzEDNY"
37,"As part of the circuit breaker measures, it is mandatory to deploy SafeEntry system to log the check-in and check-out of employees and visitors.

#MotorEdgevantage
#JaguarWorkshop
#LandRoverWorkshop
#PorscheWorkshop
#VolvoWorkshop
#covid19
#safeentry

https://t.co/O3QCZP5kxA https://t.co/uHNiiWsYqs"
38,Tried to snap some #reflections seen on a balcony window &amp; this was the result. #sgunited #circuitbreaker #circuitbreakersg #kilogrammerz #timeoutSG #visitSingapore #todayweexplore #yourSingapore #topSGshots… https://t.co/rS7kBiAmri
39,"Udang Harimau Samrah Mentari
•
Masam2 Manis Ikan Kerapu 😆Marang Sekehper 😆
•
Nasi Panas tu penting yer. hahahahaha!
#HomeCooking #CircuitBreaker #Ramadhan #CircuitBreakerSG #2020 #StayHome #SGunited #HomeCook @… https://t.co/kmck246wz0"
40,"we were supposed to be done with circuit breaker tomorrow, but we'll all still be home. so instead, I want to bring you music I hope you'll like, with the help of my brother 🎸(you might've seen him play with me at… https://t.co/QukJIvyzPx"
41,"Current circuit breaker situation: When you have nothing else to let them do, you let them play around with whatever you can find at home.
.
So so glad they are both drinking the same formula milk now! #rhyszayan… https://t.co/ZuYjuJTZGP"
42,#goodevening keep watching god created #painting by #Nature during #eveningwalk #staycalm #stayfit #staysafe #stayhome during #covid19 #lockdown #circuitbreaker keep #smiling we can fight #together #sgunited @… https://t.co/bcak8ZH150
43,"Dinner on Day 28 of Singapore Circuit Breaker: Mixed vegetable soup with fish balls, coupled with steamed riceberry with chickpeas and kidney beans! @ Singapore https://t.co/Iw9p6rTMrc"
44,"Day 28 of #CircuitBreaker. Kawan-kawan di Malaysia, dah lari belum? https://t.co/3EVmkjRKDa"
45,"Made kaya the other day with 3 simple ingredients- egg, gula melaka and fresh coconut milk. If there is one thing that I have learnt during the whole Circuit Breaker, that is appreciation. Appreciating the effort… https://t.co/GeUzopX192"
46,"Sometimes, we need to take the Road less travelled 😊😉!!
.
#lonewolfrunner #SG55 #thomasquek #thomasquekrealestate #lonewolfrealtor #thomasquekassociates #CircuitBreaker #StaySafe #StayHome #StayHealthy #StayMasked… https://t.co/tWR7emMEuH"
47,Circuit breaker got me losing weight. 😕 @ Singapore https://t.co/2oZIyjcPr1
48,Look at this Circuit Breaker as a Time where We can Spend Quality Family Time with Our Love Ones. You Can Do Zoom Lunch or Dinner for Families Not Staying Together. We Deliver to Your Doorstep and All of You can Have… https://t.co/BtHys6ipU2
49,"#circuitbreakingorange day 28 - after the dust settles, how many of our favorite haunts will still be around? But still, halfway through the community circuit breaker, CCB! 

#legianbeach #bali circa 2017
#covid_19… https://t.co/wORsBjAwIk"
50,"Although, I'm not a star wars fan, but still happy star wars day to all star wars fans out there!!!
•
Mat the fourth be with you especially during this tough circuit breaker period.

https://t.co/MabOzq3I8B https://t.co/NgupRvg2Eb"
51,"Berbagai kegiatan, termasuk ujian untuk program kejar paket, kegiatan pelatihan dan ceramah keagamaan untuk PMI dapat dilaksanakan dengan lancar dan baik di tengah circuit breaker &amp; WFH yg diselenggarakan @KBRI… https://t.co/H5X6pr2gcO"
52,Rice cooker chicken katsudon for lunch on Day 28 of Singapore Circuit Breaker! @ Singapore https://t.co/1BB5UoCrDI
53,A nice family meal to kick off the new Mon-th. My Monday motivation. #2020 #lunchisserved #circuitbreaker #lovingmondays #maythe4thbewithyou @ Singapore https://t.co/sup3GrOPRD
54,"Yeah! It’s the last day of HBL!!
Time for holidays!!!!
.
•
.
At home still... emo in process..
.
•
.
•
.
#ikphoto #jaynekuan #shotoniphone #shotoniphone11promax #throwback #stayhome #circuitbreaker @ Gardens by the Bay https://t.co/8ZOEAIubJZ"
55,"Circuit Breaker Day 28

我们一起冲出去！

The Yeo Brothers

#theyeobrothers
#lilbunlilbao
#izacyeo 
#wittyizac 
#lilbun 
#jalenyeo 
#mightyjalen 
#lilbao 
#brothers 
#brotherlylove 
#bffsforever
#bff
#covid19… https://t.co/dBhvj3x3MG"
56,"Dear Tampines residents, during this Circuit Breaker period, we will continue to serve you. 

However, our Meet-the-People Session will be conducted via email and phone in the interest of residents and volunteers.
#paptampinesnorth #meetpeoplesession #communityservice #volunteers https://t.co/cLXqAPyCgd"
57,"Moving 4 storey landed house
We’re not affected in the circuit breaker period (MTI approved).
We will be continue operating until 1st June 20.
We provide all types of moving/ disposal/ packing / storage space.

Keep Clean, Safe and Healthy 😷
We must fight the Covid-19 together https://t.co/D1Zlgw2K0e"
58,wow my @SwarmApp been on silent ever since the circuit breaker......as it should be
59,"Waking up this morning, hubby asks, “Is it raining?” 

Me: Why? It’s not like you’re going out. 😈

#covid19 #circuitbreaker #stayhome"
60,not to make anyone sad but circuit breaker could hve ended today 😞🎻
61,"One month of #CircuitBreaker down, and I'm really thankful for Marymount 1 for keeping me company via the virtual space during this time. Though we don't do much crazy activites (apart… https://t.co/IVdawJyOWn"
62,Ano daw sikreto ko at bakit parang ang puti ko na daw?? Kakaligo ko daw kasi ng bleach? Tado talaga yun. Sabi ko naman di na kasi nakakalabas ng dahil sa Circuit Breaker! Yun yun eh haha
63,"View of Singapore Flyer &amp; the Supertrees at Gardens by the Bay at night. Don’t let the circuit breaker or lockdown stop you from admiring the beautiful city you are in. 😍

#Singapore #WeAreInThisTogether #StayHomeForSG #stayhome https://t.co/gXSFR6FZMR"
64,3 Crafts You Could Learn During Circuit Breaker https://t.co/KdmHXYFikZ https://t.co/ipfqXDci15
65,"Runderful.. 

#nature #circuitbreaker #weekendrun #ramadan2020 #serenity #iwillgetthere #keepgoing #lifegoals💯 #monkeys #nevergiveup @ Lorong Halus Bridge https://t.co/CWkIOG93QE"
66,"Wanna learn how to fry a simple fried rice?
For those who are like me who doesnt cook at all before Circuit Breaker!
•
•
~Marinate chicken with thai fish sauce (2 teaspoon) for 2 pieces of breast meat diced, along… https://t.co/yvUdrSVepf"
67,I'm kinda lazy person to bake cakes or whatever. Here's the post for my handmade muah chee during our extended Convid-19 Circuit Breaker...❤️ @ Somewhere in Singapore https://t.co/CA3x1bszMI
68,"#Throwback
One of Kpo Kia's favourite food is Soya Beancurd, and with the circuit breaker situation now, it's not as convenient to get her happy food. Glad to received our Nuvojoy's Soy Pudding Premix Food Products… https://t.co/82pQFGBNgS"
69,"Circuit Breaker: A trying time for most Singaporeans.

@theeventxchange has come up with an initiative to assist as many Singaporeans as possible. 🇸🇬

Do spread the word and for any queries, Whatsapp us @ https://t.co/vyk9AJ1zUB

Stay Safe! #SGunited https://t.co/1eUNTpU2Pp"
70,My circuit breaker hair https://t.co/g9VJf9BuqE
71,Comfortable and empty bus ride to load up our groceries and pack a sumptuous lunch from beerthaihouse_official who also practising social distancing.  @pimster024 thanks for lunch treat #wfh #circuitbreaker #covid19… https://t.co/Ua1zydrBK7
72,"Sometimes the shit Singaporeans do during this circuit breaker period irks me but then I forget that in a certain country, y'all do this.... shout out to Singapore god bless I'm never complaining agn https://t.co/G51WT54DBy"
73,"Craving for Crave Nasi Lemak, so got it for lunch on Singapore Circuit Breaker Day 27! @ Singapore https://t.co/pfUPXu9oQN"
74,Lunch is done. But what’s next? Just laze at home. #gwx5600c7 #gwx5600 #gwx5600c #lazeathome #circuitbreaker #circuitbreakersg #gshock #gshocksg #gshocksqaure #gshockaddicts #internationalgshockcollectors… https://t.co/EtHOAcQgvP
75,Properly locked during this Circuit Breaker.#Holytrainer #LockedInLust #Lockedbottom https://t.co/ptKRYevtux
76,"Circuit Breaker Day 27.

Homecooked Curry 🐠 head + Onion Omelette for lunch @ Jurong West, Singapore https://t.co/v9TGr2eHME"
77,Soy Garlic Chicken Wings are my favourite! 🤤🤤😄😄😄 #pinkypigguloveschickenwings #pinkypiggustayhome #circuitbreaker #stayhome #SGUnited #stayhomeforsg #koreanfriedchicken #chickenwings @ Bonchon at Northpoint City https://t.co/Y3D15Oscjr
78,"Is lockdown sourdough pizza going to be a thing…?
.
#sourdough #lockdown #pizza #homemade #homebaking #StayHomeForSg #CircuitBreaker #Covid19 #CitiSketcha #Divinylties #Makanism #Homemade. #Homebaking. #Homecooking.… https://t.co/dmPeJ3Db3f"
79,"@mhzaman @nursingdean Part of list of circuit breaker activities.
 Manipulative therapies not allowed due to social distancing to prevent person to person infection.Acupuncture is invasive procedure. Tuina or massage is good for circulation. Herbs boost immunity. 
What do you think? https://t.co/OfW035v6cz"
80,"When you feel like having 🅲🅰🅺🅴🆂... White radish 🅲🅰🅺🅴🆂 also can do during this CB period.

Circuit Breaker Day 27. @ Jurong West, Singapore https://t.co/Ch4T0tYJZY"
81,"Hear the sound of heart breaks across Singapore.

#คั่นกูEP11 #saltyislife #circuitbreaker #bubbletea #bbt #boba https://t.co/YojxGq20Jd"
82,"Circuit Breaker Day 26

我家二少，小睿！不是二妹哦！

@theyeobrothers

#theyeobrothers
#lilbunlilbao
#izacyeo 
#wittyizac 
#lilbun 
#jalenyeo 
#mightyjalen 
#lilbao 
#brothers 
#brotherlylove 
#bffsforever
#bff
#covid19… https://t.co/VtFBNaXxJl"
83,Caught up with my former colleague/boss/sister recently before #circuitbreaker Surprised she kept an old photo of us  #oldfriend #sister #covid19 #coronavirus #stayhome #mask #staysafe #cabernetsauvignon #champagne… https://t.co/IDlZtROdly
84,Throwback nasi lemak cake time!! Your trusted cake shop not available because of circuit breaker measures? No fear!! Nasi Lemak cake is here!! From my lovely.… https://t.co/z59D19B17a
85,"Looking forward to Sunday free flow x Brunch heartofdarkness_sg when this Circuit Breaker ends. Missing the HOD Big Breakfast, Mac and Cheese and the Fried Califlowers together with that 3 hr free flow for $88 with… https://t.co/Wdi5hNKpty"
86,"Covid-19 CircuitBreaker CBDay26..Saturday Sunset frame view of Nanyang SINGAPORE @ Jurong West, Singapore https://t.co/IUZhBiqzyL"
87,"Saturday 8pm. The number of @GrabFood @foodpandasg @Deliveroo delivery riders gathered outside Seletar Mall right now is shocking! And many zipping about on pavements on their PMDs. 
#lostcause 
what #circuitbreaker?"
88,"Circuit Breaker Day 26

Let's learn how to start a motorbike engine!

Lesson by Jalen Yeo.

@theyeobrothers

#theyeobrothers
#lilbunlilbao
#izacyeo 
#wittyizac 
#lilbun 
#jalenyeo 
#mightyjalen 
#lilbao 
#brothers… https://t.co/pu8siEvc7y"
89,Yummy MaMa Tom yum noodles for dinner on Day 26 of Singapore Circuit Breaker! So reminiscent of Bangkok... hope I can make it there in August this year! @ Singapore https://t.co/CBcjBXsL3A
90,"Circuit Breaker Day 26

Lil bao feels that the doggie eyes are too small! Let's draw it bigger!

@theyeobrothers

#theyeobrothers
#lilbunlilbao
#izacyeo 
#wittyizac 
#lilbun 
#jalenyeo 
#mightyjalen 
#lilbao… https://t.co/4YffV18E4m"
91,Day 26 of #circuitbreaker. 5.5km run while listening to The Greatest Showman OST. @ungkuadrees i can imagine you were singing to those hits! https://t.co/m9EPBYEXlT
92,"Sunset at 7.15pm. Love the skyline view.
.
.
#CircuitBreaker #nofilterneeded #BedokReservoirSeries #SamsungGalaxysNote10plus @ Bedok North, Singapore https://t.co/8ZuiFm3Ele"
93,Hello everyone! Thank you everyone who’ve shown us care &amp; concern &amp; all the endless support during the circuit breaker &amp; we hope everyone is doing well too! We will finally be back on the 12thMay (still only cut… https://t.co/bIH4oOEUKp
94,"Day 26 of circuit breaker period. @ Woodlands, Singapore https://t.co/oDGFQbvMPB"
95,My scrumptious dinner...thank you phyllistly for the very yummy porridge and duck set 😘 I’m touched. #circuitbreaker #circuitbreakersg #fightcovid19 #keepsafe #stayhome #friendship #goodfood #friends #greatfood… https://t.co/TvGc8vLKYd
96,"Some of the winners who collected their Brandt mittens before the circuit breaker began.. If you won the mittens or kitchen scales from us but you haven’t collected it yet, we will be back from 2 June so you can… https://t.co/TiS4YGBNTR"
97,快要給悶死了，又想喝珍珠奶茶 😓 @ Circuit Breaker https://t.co/w83ayC3s6Q
98,first circuit breaker zoom call VS me right now. 🙃 https://t.co/IDl87VoFtk
99,"If Circuit Breaker ends, I will no longer have a legitimate excuse to lie in bed and drink all day...."
100,"Saw someone complaining on instagram about having to wait for renovation to happen because of this circuit breaker. Eh 😒 like so fucking inconsiderate?? The person is like, “OMG we need the money for future savings” listen, just so you know, everyone is losing money over this"
101,#yummy #yum #soyummy #mushroom #beef #spaghetti #mushroombeefspaghetti #beefmushroomspaghetti #lockdown #covid19 #circuitbreaker #circuitbreakersg #singapore #존맛 #존맛탱 #소고기 #버섯 #스파게티 #소고기버섯스파게티 #버섯소고기스파게티 #코로나 #코로나19… https://t.co/az3r4N2tow
102,"Free Flower Bouquet and Prosecco Delivery from 9th to 10th May 2020.💐
.
.
. 
Order a surprise gift for Mommy during this circuit breaker to let her know how much you love (and miss) Her. This lockdown, we are tying… https://t.co/ul4kY6Efwp"
103,"Circuit Breaker Day 26.

Our steamy lunch and dinner today. @ Jurong West, Singapore https://t.co/l5tAkIFRMZ"
104,"I haven't been studying Japanese for these past few months due to being busy with work stuff and other things, so now since Singapore's so called ""circuit breaker"" was extended until June, then my ""stay home notice""… https://t.co/nSAr4Zbix1"
105,would be funny if circuit breaker were to extend
106,I pray..so hard..that my moisturiser will last until the end of this Circuit Breaker😰
107,Lifting some circuit breaker measures.. too early ☹️
108,Managed to get a nasi briyani takeaway from my neighbourhood! First time stepping out to my neighbourhood on Day 26 of Singapore Circuit Breaker! @ Springleaf prata place 106 Clementi st 12 https://t.co/q51XWzBLjp
109,Let’s hope ours can be fully reopened soon! #circuitbreaker https://t.co/mYaqmwPd0m
110,"Most hardworking week over #CircuitBreaker period. Haahaa ...!
.
.
#aiavitalitysg #workout #exercisemotivation 
#workfromhome 
#myadventuresinSG
#Singapore @ Bedok, Singapore https://t.co/e1kUtOKx5T"
111,Covid-19 CircuitBreaker CBDay26. Early morning mist..with still refreshing Air during my Ramadan Day9 fasting outback rural rides..#whatissingapore #todaysingapore #singaporetoday #singapore #landscapestyles_gf… https://t.co/qFawsBcbqC
112,Covid-19 CircuitBreaker CBDay26 Weekend early morning solo outback ride to view sunrise and mist...the air was so refreshing with morning dew grassland and clear skies. #wearmask #socialdistancing #staysafe… https://t.co/erh2ENHpKC
113,"Spent Jr’s birthday at home this year because #circuitbreaker. Thankfully we’re not limited by delivery options! Our dinner was from burntends_sg, which would have been otherwise hard to snag a table at. 

For… https://t.co/AgtbIj0SgN"
114,"So today, we took on a game of a different kind. #mahjong is perfect for #circuitbreaker #sg It was really fun teaching the kids how to play the game. Lesson tomorrow is how to calculate the doubles. #HBL :) @ Singapore https://t.co/rrBkXoPDmG"
115,"Whether it is you are doing something smart or doing nothing productively at home during this once in a lifetime circuit breaker, just remember that both can save this messy #covid19 situation from spreading. #SGUnited"
116,"Using #Zoom 🖥 is one of the new way we communicate 🗣 these days and it's maybe the new norm in the future even after this #circuitbreaker 😷 cause #covid19 🦠 have change the way we live😅

#stayhomeforsg… https://t.co/Zq6eW31hVC"
117,"Day 25 of circuit breaker measures (now out of 2 months instead of 1 😅). #CountingMyBlessings Time to clear cobwebs. Since it’s Labour Day, I decided to do some labour and do spring cleaning of my room. 五一劳动节，就劳动劳动吧… 😅 https://t.co/2aIDxRIwzn"
118,"Because WHO agrees that playing games is a great way to deal with stress and anxiety during this lockdown/circuit breaker period (depending on where you're from).
.
.
.
.
.
.
#destress #anxiety #overcominganxiety… https://t.co/go26iYIZ8s"
119,"Who says you can't indulge during #circuitbreaker? Newly launched laut.singapore delivers premium cocktails and bar bites right to your door! Thanks leontbk for sending the #tgif goodies! @ Jurong West, Singapore https://t.co/6MzbbfIPpu"
120,"Circuit Breaker Day 25

Both brothers decided to role play as a fire fighter!

Let's fight the COVID19 🔥 together!

@theyeobrothers

#theyeobrothers
#lilbunlilbao
#izacyeo 
#wittyizac 
#lilbun 
#jalenyeo… https://t.co/LHiEyWuLjN"
121,"Losing count of the #circuitbreaker days and calories. This was an awesome #MayDay #shabushabu dinner with the freshest ingredients, including #hokkigai which took awhile to shuck cos the buggers were still alive and trying to take my fingers off. https://t.co/zjUOTGb8jx"
122,"Simple but yummy dinner on Day 25 of Singapore Circuit Breaker! Stir fried sunflower sprouts and tofu with mushrooms, not forgetting the healthy grapes as dessert! @ Singapore https://t.co/eV36Ic1l0x"
123,"Today is not watch, it’s FOOD! Chicken Chop, Hainanese style! #food #foodie #hainanesechickenchop #sgfood #dinnertime #circuitbreaker #circuitbreakersg #wecookourdinner @ Singapore https://t.co/JZP30GfUjh"
124,"Closed closed closed 🤩🤩🤩
Late night virtual closing via Zoom just in time for Labour Day!!

Congratulations to my buyers for securing a 2+Study unit at Treasure At Tampines for below $900K during this Circuit Breaker… https://t.co/DSkB9es5d9"
125,"Missing all the cafe hopping, pastries and just chilling and vibing ♥️

One more month to the end of circuit breaker, we got this! 💪🏻💪🏻

#cb #ccb @ Singapore https://t.co/gVmdqPQKro"
126,"Circuit Breaker Day 25.

Steamed Pomfret 🐠 + Prawn 🦐 Omelette + Chye Sim + Minced Pork Tofu for dinner. @ Jurong West, Singapore https://t.co/VeMy4PlKYs"
127,I have seen quite a number of people in public wearing their mask wrongly. Treat your mask right. Let them do their job 😝! (New video link in bio /insta-story swipe up) #covid19 #circuitbreaker #masks @ Singapore https://t.co/myyNQXltnT
128,If all goes well... 31 more days for the circuit breaker to be lifted.
129,Loving the cloudy and rainy weather during circuit breaker!! 💕💕💕💕
130,"You can still hunt for your Treasure during Circuit Breaker and Enjoy our Special Circuit Breaker Discount 😊😉‼️
.
🏃‍♂️⚡️Call me for non-obligatory virtual tour via Zoom today‼️
.
People are still buying during… https://t.co/ihkJLHALKA"
131,"🎙Urgent Parc Clematis Update🎙
.
🔥It’s hot!! It’s hot !! It’s hot !! 🔥
.
🏃‍♂️⚡️Call me for non-obligatory virtual tour via Zoom today‼️
.
People are still buying during circuit breaker period ‼️
.
What are you… https://t.co/x2na8riPJ5"
132,Keep smiling under those masks and follow the circuit breaker directives to flatten the curve. Relax on your Labour Day and enjoy your family and friends. If you need face to face advice on your oral health… https://t.co/Df5fbMTlqF
133,Keep smiling under those masks and follow the circuit breaker directives to flatten the curve. Relax on your Labour Day and enjoy your family. If you need face to face advise on your oral health #expatdental doctors… https://t.co/4CH9CJuQqg
134,"RM QUEST wishes you and your family a Happy Labour Day!

May you enjoy the precious moments with your loved one!!! 

#labourday
#rmquest
#singapore
#malaysia
#publicholiday
#01may2020
#property
#condominium
#covid19
#mco
#circuitbreaker
#stayathome
#stayhealthy
#staysafe https://t.co/5YWRqygKQS"
135,Yummy home cooked angel hair pasta with chicken balls on Day 25 of Singapore Circuit Breaker! @ Singapore https://t.co/yzrR0pmWiw
136,"""Yo how's your circuit breaker going?"" Wala na ba kayo ibang matanong 😂"
137,Min Jiang Kueh from ahlocknco for breakfast! Love all the flavours especially the coconut and peanut 🤤😄😄 #pinkypiggustayhome #pinkypiggujiaklocal #circuitbreaker #stayhome #SGUnited #supportlocal #jiaklocal @ AH… https://t.co/YGugUaKOI5
138,My challenge for the day. #COVID19 #circuitbreaker #StayHome https://t.co/RzBIydJXsm
139,"Happy Labour Day! Thank You To Everyone In Essential Services &amp; Everyone Working From Home!
.
Tag Someone To Thank Them For Their Hard Work!
.
.
.
#sgunited #singaporetogether #MayDay2020 #EssentialWorkers #stayhomesg #circuitbreaker #sgart #sgartist #labourday #comics #kuehkafe https://t.co/f4hvH22SqU"
140,(Pic taken prior to the Circuit Breaker). The shape does resemble some creature when viewed from a distance. Here's to a long May Day weekend! #GardensbytheBayEast  #kilogrammerz #timeoutSG #visitSingapore… https://t.co/a9L25vi7Yd
141,"A few of my home cooked meals during circuit breaker...fried kuey kuey tiao, beef brisket in tomato soup, fried mee tai mak, cabbage and fish maw soup and many others...guess CB makes us… https://t.co/61rQBjvhS4"
142,Mcdonalds circuit breaker song? Sounds like an idea
143,matapos lang tong Circuit Breaker lintek mag mumukbang ako ng Korean BBQ 😋😋
144,@fqfth Habis circuit breaker la nanti balik makan dengan bae
145,i realized i didnt buy a gift to myself on my birthday. should get one after this circuit breaker 🤪
146,"Circuit Breaker Day 24

Yeah! Are you ready for the school holiday starting tomorrow? 

No MORE home-based learning!

Daddy: is there any difference?! 🤨

@theyeobrothers

#theyeobrothers
#lilbunlilbao
#izacyeo… https://t.co/a6Ef5TFRRg"
147,"• Brunchie Munchie •

Never thought of how hard it is for my mom to struggle with the food menu when i was growing up, this #CircuitBreaker is really an eye opener for me!

Don’t know what else to cook plus lack of… https://t.co/VQPvJudZK1"
148,"Due to Circuit Breaker extension in SG, we have scheduled more Virtual training sessions including our #WSQ Series. 

Check out details here: https://t.co/hK5JcilsaP…

Any enquiries, drop us an email at enquiry@bcpasia.com 

#virtualtraining #businesscontinuity #onlinetraining https://t.co/U9QWwhwDy0"
149,Sushiro is available for takeaway and delivery! Just nice as I've a sudden craving for sushi which seldom happens haha 😄 🍣 #pinkypiggustayhome #wfh #covid19 #circuitbreaker #stayhome #fooddelivery #fooddeliverysg… https://t.co/s6zjRyzgKU
