,0
0,"union, health, minister, dr, harsh, vardhan, holds, meeting, via, video, conference, with, health, ministers, 9, states, &, amp, ;, uts, review, prevailing, covid, situation, &, amp, ;, progress, vaccination, drive, their, respective, regions, ....#, indiafightscorona"
1,"can, anybody, refer, corporate, covid, vaccination, drive, private, hospitals, other, than, kauvery, &, amp, ;, fortis"
2,"visiting, covid, vaccination, center, under, seva, hi, sangathan, organized, by, kisan, morcha, imphal, east"
3,"we, need, covid, vaccination, center, 18, +, &, amp, ;, 45, +, also, dedicated, to, nation, ', s, interest, Modiji, and, Yogiji, ,, in, bridge, vihar, gzb, which, is, surrounded, by, toxic, drain, on, 3, sides, hundreds, of, residents, died, untimely, from, corona, ,, thanks, opening, covid, vaccination, center"
4,"ms, ., pallavi, kachary, ,, adc, kamrup, has, monitored, different, covid, vaccination, testing, centers, 21, /, 05, /, 21, ."
5,"covid, vaccination, victory_hand, ️, sign_of_the_horns, take, responsibility, get, vaccinated, stay, away, rumorssign_of_the_hornsfire, #, besafewearamask, #, covidvacccinedone, victory_hand, ️, red_heart, ️"
6,"self, test, kit, #, mylab, #, icmr, #, covid_19, #, covidvaccination, #, coronavirus, #, coviself, #, covid19india"
7,"all, vaccine, are, very, safe, there, is, negligible, difference, between, efficacy, almost, nil, side, effects, #, goforvaccine, #, covid19, #, covidemergencyindia, #, covidvaccination, #, secondcovidwave, #, vaccinesafty"
8,"I, have, had, my, covid, -, 19, vaccine, 1st, dose, ., grinning_face_with_smiling_eyes, #, vaccinationdonecheck_mark, ️, #, vaccination, @, dewan, gemilang, ukm"
9,"people, ', s, are, flushes, out, ,, assembling, getting, unite, covid, -, 19, vaccination, at, slot, area, as, per, given, registration, .,, but, why, this, is, not, social, distancing, 3rd, wave, pandemic, ,, but, #, jharkhandgovt, getting, it, done, ., so, ,, i, simply, urge, why, cannot, you, providing, doses, door, door, ."
10,"after, vaccination, doses, why, covid, test, is, mandatory, assam, citizens, who, arrived, other, states"
11,"covid, -, 19, vaccination, mega, registration, drive, ., vle, harshdeep, bansal, district, faridkot, has, completed, his, 130, registation, digital, seva, portel, ., #, csc, #, unite2fightcorana, #, cscfightcovid, #, covidvaccination, #, covid19vaccines"
12,"new, guidelines, covid, vaccination, ., #, mysorecovidsupport, #, mysorecovid, #, mysore, #, mysuru, #, mysorecovid19, #, mysurucovid1, #, resources, #, covidresourcesmysuru, #, covidresources, #, mysore, #, mysorehelp, #, mysorevarthe, #, covid19"
13,"party_popper, celebration, ongoing, with, marriage, procession, ., no, #, socialdistancing, #, nomask, face_with_medical_mask, opposite, ndrf, hospital, vaccination, center, ,, hukulgunj, ,, varanasi, ., no, #, lockdown, folded_handsaction, request"
14,"#, grateful, #, inthistogetherdubai, “, the, uae, is, top, global, rankings, vaccination, rates, friday, ., country, has, administered, close, 120, doses, covid, -, 19, vaccine, per, 100, people, .”"
15,"#, covidvaccination, #, vaccinated, #, vaccinationdone"
16,"covid, vaccination, registration, to"
17,"Hey, sir, ji, ,, stop, making, false, excuses, and, do, my, work, pe, dhyana, do, ,, I, have, got, my, registration, done, but, till, now, there, is, no, where, to, stay, and, not, getting, any, date, dear, mahendra, kumar, ,, you, are, successfully, registered, covid, vaccination, ., ref, ., iTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry, 77591640196240, ., helpline, 1075"
18,"today, staff, district, mahila, hospital, denied, my, baby, ', s, vaccination, as, he, completed, his, 1st, year, ., this, situation, covid, -, 19, ,, they, denied, argued, ordered, come, next, thursday, ., i, being, sub, inspector, cisf, mha, complaint, their, irresponsible, behavior"
19,"fb, -, 398, #, covid19, #, vaccination, #, covidshield, Took, the, first, dose, of, covid, -, 19, vaccine, in, Rahika, ., It, is, noteworthy, that, how, our, doctors, and, scientists, have, treated, covid, -, 19, ., has, acted, in, quick, time, to, strengthen, the, global, fight, against, I, appeal, to, all, those, who, are, eligible, to, get, the, vaccine, ."
20,"have, you, come, across, any, representations, by, bodies, like, ficci, ,, allowing, covid, expenses, including, vaccination, as, deduction, under, section, 37"
21,"done, #, covishieldvaccine, 1st, dose, vaccination, mom, at, apollofolded_hands, #, covidvaccination"
22,"today, ', s, covid, -, 19, recap, vaccination, information, foreigners, thailand, announced, ., also, ,, emergency, decree, extended, end, july, ., #, thailand"
23,"mom, got, first, jab, successfully, ,, it, took, just, 10, min, after, entering, center, at, riddhi, garden, covid, vaccination, center, ., systematically, arrangements, ,, thanks, #, covishieldvaccine, #, vaccinated"
24,"i, have, quarantined, myself, last, 43, days, even, after, full, vaccination, ensure, i, do, not, get, covid, expressionless_face, so, if, it, is, not, badly, necessary, your, step, out, just, stay, home, stay, safe"
25,"number, login, iv, done, arogya, setu, vaccination, is, 10, times, more, than, me, trying, login, my, social, media, my, entire, life, folded_hands, .., every, time, it, is, shows, zero, #, cowinregistration, #, cowinapp, #, arogyasetuapp, #, vaccineregistration, #, bangalore, #, covidー19, #, covid"
26,"bro, i, had, mild, covid, symptoms, between, apr, 27, may, 10, reached, doctors, took, medicine, am, alright, now, ., please, guide, when, can, i, have, vaccination"
27,"today, covid, -, 19, vaccination, mega, registeration, drive, day, 21, -, may, -, 2021, today, sussfully, done, 24members, vaccination, registered, done, ., vle, name, :, suganya, archunan, csc, iTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry, 125139200018, village, :, rishivandiyam, -, 606205"
28,"got, my, first, jab, .., thumbs_upthumbs_upthumbs_up, #, covishieldvaccine, #, coronavaccine, #, covidvaccination"
29,"today, 1, dose, vaccine, complete, #, covidvaccination, #, getvaccinated, #, covishieldvaccine, #, indiafightscovid19, #, indiafightscorona"
30,"how, cluster, -, busting, can, be, combined, with, vaccination, check, covid, via, by, cc"
31,"today, 21, /, 05, at, rourkela, municipal, college, vaccine, camp, i, had, my, vaccination, experience, i, had, was, horrific, there, was, no, social, distance, ,, no, covid, appropriate, behavior, followed, by, volunteers, assigned, there, atrocity, is, that, when, you, ask, them, they, argue, it, ."
32,"my, boss, near, us, said, he, had, a, vaccination, system, in, order, ., ready, for, a, drive, thru, vaccination, ., drive, to, designated, places, ,, inject, vaccine, ,, wait, 15, minutes, if, there, are, side, effects, ,, then, go, back, ., whereas, us, are, among, the, worst, countries, affected, by, covid, ., malaysia, is, still, humid, ."
33,"India, 1, gujarat, composite, technical, regiment, ,, ncc, ,, vadodara, ,, gujarat, spreading, awareness, covid, -, 19, vaccination, under, #, ekmaisaukeliye, campaign, ., jai, hind"
34,"good, morning, "", m, ., d, ., h, ., has, to, be, adopted, ,, corona, has, to, be, eradicated, from, the, root, ., Wearing, a, mask, ,, keeping, distance, ,, washing, hands, ."", because, corona, new, strain, are, spreading, very, fast, ..., so, take, care, urself, ur, family, ...., do, not, be, careless, even, after, vaccination, &, amp, ;, covid, positive"
35,"#, propertytax, every, time, changing, decisions, not, only, demotivate, early, tax, payers, but, also, are, unfair, them, ., sdmc, should, refund, amout, due, those, who, have, paid, prop, tax, prior, increase, rebate, 2, 3, percent, those, who, have, got, covid, vaccination"
36,"amu, vaccination, site, is, probably, best, terms, following, covid, behavior, guidelines, among, other, centers, alig, ., as, i, visited, at, least, two, ."
37,"khora, noida, covid, vaccination, center, no, staff, reached, at, 9, ., 50, am, long, que, public, front, gate"
38,"ye, schedule, raigarh, ka, hai, ,, koi, bhi, area, booking, ke, liye, available, nii, hai, ., akhir, kb, tk, 18, +, ko, vaccine, lgane, ke, bhtkna, pdega, .., #, cgteeka, #, covid19india, #, covidvaccination, #, raigarh, #, chattishgarh"
39,"vaccination, camp, syringe, lucknow, university, ., be, vaccinated, stay, safe, hundred_points, #, covidvaccination, #, covid"
40,"pls, speed, up, d, vaccination, &, amp, ;, meet, /, exceed, d, pick, target, asap, d, vaccine, supply, now, shd, be, higher, than, those, registered, ., when, all, us, are, vaccinated, any, vaccine, market, is, good, ,, then, we, will, be, farther, away, covid, -, 19, ,, pandemic, will, be, over"
41,"this, is, ground, reality, covid, vaccination, center, gic, nanakmatta, till, now, Happy_face_smiley0, 9, 10am, vaccination, slot, no, one, is, management, or, medical, staff, ., expected, necessary, action"
42,"covid, 19, surge, again, seychelles, archipelago, is, matter, concern, subject, extensive, research, ., approximately, 70, %, vaccination, was, done, seychelles, still, surge, covid, poised, grave, question, before, world, ."
43,"new, guidelines, by, government, india, regarding, covid, vaccination, ., #, largestvaccinedrive"
44,"#, mahamana, malaviya, mission, -, bhu, unit, is, organizing, distribution, covid, -, 19, prevention, kit, needy, @, ims, -, bhu, vaccination, center, ,, bhu, 23rd, may, 2021"
45,"18, +, covid, vaccines, are, not, available, jaunpur, .., plz, start, vaccination, our, area"
46,"i, m, bit, confused, ., while, we, are, diskouraging, ppl, coming, hospital, due, potential, exposure, covid, wanting, decongest, -, we, asking, elderly, make, crowd, their, vaccination, hospital"
47,"successfully, completed, 3, days, after, taking, #, covishield, without, any, adverse, symptoms, ., thank, you, carrying, out, this, mass, vaccination, drive, #, covidvaccination, #, covidvaccine"
48,"The, incidence, of, bleeding, and, clotting, after, #, covidvaccination, in, India, is, very, low, ..., Data, suggests, that, India, has, a, very, low, ,, but, definite, risk, of, thromboembolic, events, ,, so, it, is, important, to, recognize, the, symptoms"
49,"pl, donate, procurement, oxygen, concentrators, #, bengaluru, #, covid19, #, covid19india, #, covidindia, #, covid19indiahelp, #, covidemergency, #, covidvaccination"
50,"sensible, comment, covid, tamasha, by, bjp, govt, .#, covid19, #, covid19india, #, covidiots, #, covidindia, #, covidvaccination, #, modimustresign, #, bjp"
51,"mr, modi, :, india, had, "", saved, world, disaster, "", by, bringing, covid, under, control, ..., 2, months, later, why, backhand_index_pointing_rightvirus, is, ravaging, india, backhand_index_pointing_rightthings, have, spiraled, out, control, backhand_index_pointing_rightpublic, health, system, teetered, verge, collapse, backhand_index_pointing_rightvaccination, drive, tatters, #, भ, ा, जप, ा, _स, े, _सव, ा, ल_प, ू, छत, े, _रहन, ा"
52,"More, than, 18, ., 7, crore, vaccine, doses, we, are, given, till, day, 124, of, #, largestvaccinedrive, ., For, all, authentic, information, related, to, #, covidvaccination, visit, :, #, indiafightscorona"
53,"number, covid, -, 19, vaccine, doses, administered, #, covidvaccination, #, covid19, #, mygov"
54,"covishield, vaccination, syringe, done, check_mark_button, 1, st, dose, #, covid, 19, #, thank, you, all, you, red_heart, ️, #, red_heart, ️"
55,"only, adventure, we, are, having, life, right, now, is, getting, vaccinated, ., #, covidvaccination, #, getvaccinated, #, covidvaccine, #, covid19vaccination, #, covid19india"
56,"first, dose, vaccination, done, at, municipal, college, rourkela, ., i, would, like, thanks, odisha, govt, providing, free, vaccination, ., also, i, would, like, take, this, opportunity, thank, hassle, free, services, at, covid, centers"
57,"just, checking, how, many, new, #, telegram, users, thanks, #, cowinapp, #, covidvaccination, face_with_tears_of_joygrinning_face"
58,"atlast, red_heart, ️, go, get, vaccinated, folded_hands, #, vaccinated, #, covidvaccination, #, astrazenaca"
59,"More, than, 18, ., 7, crore, vaccine, doses, we, are, given, till, day, 124, of, #, largestvaccinedrive, ., #, covidvaccination, #, indiafightscorona"
60,"#, islamiccenterofindia, ,, eidgah, #, lucknow, mein, covid, vaccination, ka, center, start, kiya, gaya, hai, jismein, 18, 44, yrs, 45, +, ka, vaccination, ho, raha, hai, ., covid, se, hifazat, ke, liye, sab, log, vaccination, zaroor, karwaaiye, ., allah, se, dua, hai, ki, is, waba, se, sabki, hifazat, farmae, ..., #, covid19"
61,"covid, -, 19, vaccination, registration, contact, me, 8978522389"
