Datetime,Tweet Id,Text,Username
2022-02-10 23:55:14+00:00,1491923744918740993,"@prudinx I had Pfizer. Pretty much the same deal as Moderna, by the sound of things.",DamienShortal
2022-02-10 23:46:25+00:00,1491921529939980290,@bittern36921585 @CNCIB @abcnews The creator won a Nobel prize for its use in humans. It has been used in high dose to treat other covid virus’s. Show me the data on the vaccine? Oh that’s right Pfizer won’t release it. We are just trusting them. At least there are studies done on ivermectin.,WARegionalTrees
2022-02-10 23:45:14+00:00,1491921230567739392,"Didn't Albert Bourla aka Pfizer CEO, already say that the vax doesn't work against Omicron...they might start labelling him with the same pejorative soon enough! https://t.co/TjF3fixeKx",Mr_Short_Stop
2022-02-10 23:42:14+00:00,1491920473445310465,For anyone wanting to read the released documents following the court ruling of the FOIA against Pfizer it is all being uploaded to the following website https://t.co/e0Zv88LtCh,trelisemcbain
2022-02-10 23:40:35+00:00,1491920058028748800,"@mikeymikester @abcnews So Pfizer etc won’t release the data for the vaccinations, they have no long term data for side effects, have told a court in the US they won’t release the trial data for 55 years and the ABC writes an article debating lack of trial data. 🤣🤣. Hilarious.",WARegionalTrees
2022-02-10 23:38:13+00:00,1491919463528087553,🔥🔥Bunnings to team up with Pfizer 🤡🤡🤣😂🤣😂 https://t.co/7OGCQYoAZS,ReggioCalabria8
2022-02-10 23:34:19+00:00,1491918484133281796,@96dbFreak @philharvey65 The Moderna blow darts are blue &amp; Pfizer is red... durrr 😉🤣😂,kate6063714
2022-02-10 23:30:04+00:00,1491917413902094336,"@AtaahuaAotearoa @BenJStrang @DomPost @NZStuff Why do you even care about them? There are only 5 % of them in NZ. If there were no covid passes (like abroad where they are cancelling them), the hospitalisation would increase by negligible maximum 2-3 % (given 40% decline of hospitalisation risk with Pfizer and Omicron).",KingCZEs
2022-02-10 23:23:14+00:00,1491915695336341504,"So Charles, who is even older than me, has had three shots of c19 vacc., but has still had c19 twice since. Why on earth bother giving money to crooked vacc makers like Pfizer!",Rod_Hagen
2022-02-10 23:22:33+00:00,1491915522237427712,‘Paramount importance’: Judge orders FDA to hasten release of Pfizer vaccine docs | Reuters https://t.co/wn8vosNqx7,trelisemcbain
2022-02-10 23:20:13+00:00,1491914934250348547,CARPHA Statement on the Administration of Pfizer Vaccines to Children Aged 5 to 11 https://t.co/LSr4uI7nSS https://t.co/WIPJTlaKOC,news_lucia
2022-02-10 23:18:28+00:00,1491914493768908801,@catherine___c @brettmasonau A couple of weeks ago the head of Pfizer said it'd turn into a yearly vaccine. A few of the lead candidate 2nd gen vaccines are delivered by nasal spray too.,tackleberry_82
2022-02-10 23:15:22+00:00,1491913716111065089,"@prudinx I had a Pfizer booster yesterday. Not exactly on top of the world today. I ache all over, had a fever and a horrid headache. I may sleep the day away.",Cookiemo1
2022-02-10 23:12:46+00:00,1491913060910759936,"@philharvey65 🤣😂🤣😂🤣😂

How do they know it wasn't Pfizer?",96dbFreak
2022-02-10 23:03:50+00:00,1491910811530702848,"@derekgould111 You can run but you can't hide. The Pfizer trial data itself shows that the vaccines are not safe or effective. Would you like to watch a link where the data is explored in detail? 

Of course you don't.",Lewislama
2022-02-10 23:01:18+00:00,1491910175393202176,@oranglaut If double shot only it would be safe to assume AZ due to age. If boosted then most likely with Pfizer as its the preferred poison.,CybernetCowboy
2022-02-10 23:00:40+00:00,1491910014885593089,"@prudinx Yep, got this from Moderna booster too.
Also from my second pfizer. 

Passes in a couple of days.
At least you know your immune system is pinging!",tmcrumpet
2022-02-10 22:58:09+00:00,1491909382178996227,"@AnnastaciaMP I’m calling the top at 63%. 

Hospitalisation down. Deaths down. Mandates coming to an end. 

Pfizer says it doesn’t work. The vaccine manufacturer says the booster doesn’t work.",mikeoniron
2022-02-10 22:46:53+00:00,1491906547127296000,"This is the most important thread you will read this year. 

Especially if you’re pumping mRNA into your kids.

#childrensmentalhealthweek2022 #UNMASKOURCHILDREN #VaccinesWork #mRNA #COVID19 #Pfizer #Moderna #LeaveOurKidsAlone #auspol #VaccineSideEffects #CovidVaccine https://t.co/1qck2NwHOG",jonbruceharris
2022-02-10 22:45:25+00:00,1491906175339999233,"@MrOto1970 @TXwoods04 @TheBrowncyde @iamemh_03 @JesseKellyDC Pfizer chief executive Albert Bourla said the two doses of the original vaccine offered “very limited protection, if any” against the Omicron variant, but that a third dose offered “reasonable protection against hospitalisation and deaths”.

Good for society.🖕",JSWeepers
2022-02-10 22:43:47+00:00,1491905767007752193,Whatever happened to the #Pfizer #COVID19vaccines  #TrialsData that the #US #FDA tried to bury for 75 years but a Judge ordered to be released? #auspol #AusPol2022 #COVID19,mikebarlow2
