,0
0,"it, is, suggestions, sir, increase, vaccination, center, dharavi, ..., out, 10, ,, 000, ,, 00, population, only, 27k, vaccinated, means, around, 3, %, only, get, vaccinated, still, 97, %, remaining, .."
1,"ok, ,, i, rest, my, case, here, ., people, see, data, different, way, ., me, 13m, people, gets, fully, vaccinated, is, way, better, than, 1, ., 97m, ."
2,"vaccinated, heart_exclamation, ️"
3,"I, have, been, vaccinated, 10, may, ,, 2021, at, chctamnar, ., but, I, have, not, received, any, msg, regarding, same, ., i, contacted, local, health, officials, ,, they, said, that, they, have, shared, data, raigarh, ., but, no, update, me"
4,"we, are, ready, serve, you, safeway, ,, because, we, are, vaccinated, ."
5,"And, brother, "", Panchos, "",, #, bjp, ', s, #, vaccine, is, working, or, not, or, else, making, yourself, at, home, vaccines, grinning_face_with_sweat, nevermind, ,, #, justasked, nerd_face, well, ,, get, #, vaccinated, &, amp, ;, staysafe, crossed_fingerslight_skin_tonefolded_handslight_skin_toneraising_handslight_skin_tonegreen_heart, ji, smiling_face_with_halo, jifolded_handslight_skin_tonegreen_heart"
6,"i, got, my, first, shot, syringetoday, .., who, are, not, yet, vaccinated, please, get, vaccinated, soon, hugging_facesmiling_face_with_hearts, #, freevaccineforstudents"
7,"finally, vaccinated, .., now, i, can, live, longer, than, my, friendsface_with_tears_of_joyface_with_tears_of_joy"
8,"self, help, groups, can, play, major, role, increase, pace, vaccination, programs, getting, people, vaccinated, due, their, hold, over, village, community, ., utilizing, their, presence, b, considerrd, ., this, was, suggestede, earlier, also, ., utilization, shgs, is, welcome"
9,"monday, joke, many, like, me, have, paid, 1250, indian, made, vaccine, after, playing, fingers, first, your, world, famous, cowin, app, ., lying, will, not, work, anymore, ., india, has, vaccinated, double, dose, 4, %, it, is, total, population, ., so, do, not, play, with, absolute, numbers"
10,"what, has, population, #, india, &, amp, ;, #, usa, what, is, percentage, people, both, countries, vaccinated, please, stick, relevant, ."
11,"we, are, proud, say, that, s, -, ten, is, now, 100, %, vaccinated, store, timings, :, 09, :, 00, am, -, 07, :, 00, pm, monday, -, saturday, #, shopwithsafety, #, getvaccinated, #, wearmask"
12,"when, you, diskuss, number, positive, cases, &, amp, ;, deaths, ,, you, rely, upon, absolute, numbers, ., now, ,, when, talking, vaccines, ,, you, are, considering, percentage, population, vaccinated, ., seems, like, you, need, go, back, school, &, amp, ;, finish, your, incomplete, syllabus, ., people, are, not, dumb, ."
13,"second, dose, done, ., now, i, ’, m, fully, vaccinated, partying_face, #, covax"
14,"#, vaccinated, #, covid19vaccine, #, alhamdulillah"
15,"update, :, had, taken, first, shot, ,, then, left, center, after, 30, -, minute, observation, period, potential, side, effects, ., so, far, only, feeling, slight, soreness, my, vaccinated, arm, ,, but, be, heading, back, home, rest, rest, day, ."
16,"anddd, ...., I, am, vaccinated, ., syringednaflexed_biceps, thank, you, malaysiaanchor, marine, department"
17,"great, ., but, our, kpi, or, target, must, be, percentage, population, vaccinated, ., sheer, numbers, are, keeping, momentum"
18,"dekho, magar, pyaar, se, ,, corona, darta, hai, vaccine, ki, maar, se, #, vaccinated, #, covaxin, #, 2nddose"
19,"good, day, loves, not, so, loves, haba, ng, hair, at, kilay, ,, dito, kasi, bawal, pumasok, any, establishments, ang, hindi, fully, vaccinated, ., those, that, have, not, been, infected, with, covid, -, 19, undergoes, mandatory, swab, weekly, &, amp, ;, you, shoulder, swab, tests, fees, too, ., how, about, that, grinning_face_with_sweatsmiling_face_with_smiling_eyessmiling_face_with_sunglasses"
20,"sirs, problem, is, same, all, elders, senior, citizens, are, line, ., all, us, can, have, same, patience, get, ourselves, vaccinated, ., pls, help, check, this, unnecessary, hassles, #, telanganaunlock, #, vaccinationdrive, #, vaccineregistration"
21,"finally, got, my, 1st, dose, &, amp, ;, vaccinated, today, by, #, bmc_mumbai_mcgm, good, arrangement, all, facilities, was, very, good, ., पहल, ी, व, ै, क, ्, स, ी, न, लग, गय, ी, beaming_face_with_smiling_eyessmiling_face_with_smiling_eyes"
22,"what, share, population, has, been, partly, or, fully, vaccinated, against, covid, -, 19, #, covid_19, #, vaccinationdrive"
23,"hello, virus, ., you, have, been, already, vaccinated, before, corona, virus, came, ., your, certificate, is, here, backhand_index_pointing_down"
24,"finally, vaccinatedsyringe, now, i, can, live, longerbeaming_face_with_smiling_eyeshundred_pointsred_heart, ️, #, covid19ab, ,#, freevaccineforall, ,#, covide19"
25,"krishna, ji, ,, i, am, saying, that, our, target, should, be, vaccinate, 50, crore, by, 15, august, 2021, ., india, has, vaccinated, 32, crore, people, as, today, ., so, ,, i, am, saying, that, we, should, vaccinate, another, 18, crore, people, 49, days, ., that, ’, s, roughly, 36, ., 7, lakh, daily, vaccinations, ."
26,"i, ’, m, proud, vaccinated, malaysian, citizen, ., #, cucukmyaz, #, iamvaccinated"
27,"sir, you, may, show, whatever, picture, you, want, citizens, mislead, them, ., hope, your, syhophants, show, you, this, real, picture, ,, based, which, government, needs, prepare, further, vaccination, ., india, is, not, even, 5, %, fully, vaccinated, ."
