,0
0,"nevertheless, ,, if, you, still, refuse, get, vaccinated, ,, fine, ., do, yourself, favor, ..., vitamin, d, daily, ,, elderberry, daily, ,, multivitamin, daily, ,, magnesium, citrate, daily, ,, k2, daily, ,, eat, healthy, ,, exercise, at, least, 2, -, 3, times, /, week, ., don, ', t, take, dumb, risks, ."
1,"apparently, our, county, is, island, …, everyone, around, us, will, drop, it, if, vaccinated, ., we, are, still, stranded, ."
2,"your, trump, caused, inflation, needlessly, shutdown, most, country, that, didn, ', t, need, be, shut, down, ., they, are, backing, off, now, because, people, that, matter, are, vaccinated, protected, ., republican, voters, are, free, self, -, eliminate, ., just, leave, reserve, hospital, capacity, ."
3,"meanwhile, representative, massie, ,, only, 55, %, your, state, is, vaccinated, ,, more, than, 13, ,, 000, +, kentuckians, have, died, covid, ., 1, ., 2, m, cases, 4, ., 5, m, citizens, ., almost, 27, %, people, our, state, have, had, covid, ., you, must, be, soooo, proud, backhand_index_pointing_down"
4,"i, totally, agree, ., i, was, scheduled, get, vaccinated, late, jan, 2021, but, ,, jan, 1, 2021, i, got, covid, have, continued, show, antibodies, since, so, i, should, not, be, forced, get, vaccine, ., makes, zero, sense, natural, immunity, is, real, so, why, get, vaccinated, now"
5,"i, know, so, many, people, that, have, gotten, covid, lately, vaccinated, too"
6,"no, ., being, vaccinated, works, everyone, everyday, ., when, fauci, says, we, don, ’, t, have, wear, one, anymore, ,, mine, comes, off, gradually, ,, geared, my, immunity, quotient, at, time, ,, as, well, as, known, infection, rate, at, time, ."
7,"that, ’, s, because, we, have, extraordinary, public, health, ,, work, home, infrastructure, built, in, ,, we, ’, re, extremely, wealthy, ., plus, we, ’, re, 90, %, vaccinated, ., nothing, do, with, masking, children, ."
8,"children, are, lowest, risk, having, any, complications, if, they, do, get, covid, ., parents, need, say, no, more, masks, ., pandemic, started, out, that, children, were, going, kill, grandma, now, it, ’, s, children, are, still, going, kill, triple, vaccinated, teachers"
9,"i, ', m, sure, she, has, something, say, about, idiots, burning, books, ."
10,"oh, ,, my"
11,"probably, ., i, ’, m, going, be, assuming, that, everyone, i, see, stores, ,, etc, .,, without, mask, isn, ’, t, vaccinated, ,, avoid, them, places, they, congregate, ."
12,"least, surprising, tweet, day, ,, really, ."
